Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,16,primavera,24
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,22,autunno,15
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,23,primavera,14
scarpe aperte,n,n,colorato,primavera,soleggiato,21,estate,23
scarpe aperte,n,n,Chiaro,primavera_estate,pioggia,26,autunno,15
scarpa classica,y,y,Chiaro,autunno_inverno,nuvoloso,23,autunno,19
scarpa classica,n,y,Chiaro,inverno,nuvoloso,4,autunno,22
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,11,autunno,19
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,soleggiato,24,autunno,14
scarpa classica,n,y,scuro,primavera_estate,pioggia,17,autunno,21
scarpa classica,y,y,colorato,primavera_estate,pioggia,30,estate,26
stivaletto alla caviglia,y,y,Chiaro,autunno,neve,3,autunno,27
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,13,autunno,31
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,18,primavera,25
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,17,primavera,13
stivaletto alla caviglia,n,y,scuro,autunno,neve,3,autunno,27
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,17,autunno,28
stivaletto alla caviglia,y,y,colorato,autunno,nuvoloso,28,estate,12
stivaletto alla caviglia,y,y,Chiaro,autunno,nuvoloso,16,autunno,20
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,0,inverno,15
scarpe aperte,n,n,scuro,primavera,pioggia,17,autunno,16
scarpe aperte,n,n,colorato,primavera_estate,soleggiato,30,estate,23
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,24,estate,16
scarpa da ginnastica,y,y,Chiaro,inverno,soleggiato,14,primavera,18
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,13,inverno,19
scarpa da ginnastica,y,n,scuro,estate,pioggia,13,autunno,17
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,32,estate,13
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,19,autunno,20
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,25,estate,18
anfibi,n,y,Chiaro,autunno,soleggiato,9,inverno,16
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,22,autunno,16
scarpa classica,n,y,Chiaro,inverno,soleggiato,27,estate,12
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,24,autunno,28
scarpa da ginnastica,y,n,colorato,inverno,pioggia,13,inverno,27
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,33,estate,22
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,23,estate,18
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,29,autunno,27
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,24,estate,21
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,2,inverno,15
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,29,estate,5
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,14,inverno,29
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,30,estate,23
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,15,primavera,21
scarpa da ginnastica,y,y,colorato,estate,nuvoloso,23,estate,23
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,34,estate,3
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,31,estate,11
scarpe con tacchi,n,n,colorato,primavera_estate,nuvoloso,16,inverno,14
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,30,estate,21
scarpe con tacchi,n,n,colorato,inverno,nuvoloso,15,autunno,18
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,22,autunno,26
stivaletto alla caviglia,n,n,scuro,autunno,neve,0,inverno,25
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,31,estate,10
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,3,autunno,17
anfibi,y,y,colorato,autunno_inverno,soleggiato,9,autunno,17
scarpa classica,n,y,scuro,inverno,pioggia,6,primavera,22
scarpa classica,n,n,colorato,autunno_inverno,pioggia,2,inverno,25
scarpa da ginnastica,n,n,scuro,estate,pioggia,1,inverno,16
scarpa da ginnastica,y,y,scuro,inverno,neve,4,inverno,26
scarpe con tacchi,y,n,Chiaro,autunno_inverno,neve,1,primavera,15
scarpa classica,y,y,colorato,all,soleggiato,15,primavera,18
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,n,y,Chiaro,autunno,neve,6,autunno,28
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,30,estate,20
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,19,autunno,25
scarpa da ginnastica,n,y,Chiaro,estate,pioggia,16,autunno,19
scarpa da ginnastica,n,y,colorato,inverno,soleggiato,29,estate,13
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,14,estate,25
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,9,inverno,28
scarpe aperte,n,n,colorato,primavera_estate,pioggia,4,primavera,15
scarpa da ginnastica,y,y,colorato,all,soleggiato,14,primavera,19
scarpa da ginnastica,y,y,scuro,autunno_inverno,nuvoloso,28,estate,15
scarpe aperte,y,n,scuro,primavera_estate,pioggia,17,autunno,14
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,27,estate,23
anfibi,y,y,scuro,inverno,soleggiato,13,autunno,17
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,24,estate,17
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,24,autunno,21
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,7,primavera,17
anfibi,n,n,colorato,inverno,soleggiato,18,autunno,16
anfibi,n,n,colorato,autunno_inverno,pioggia,9,primavera,25
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,11,primavera,27
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,nuvoloso,11,inverno,22
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,1,inverno,14
scarpa classica,n,y,Chiaro,primavera_estate,pioggia,24,autunno,22
scarpa da ginnastica,n,n,scuro,estate,soleggiato,-7,inverno,13
scarpa da ginnastica,n,y,colorato,inverno,pioggia,12,primavera,21
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,6,inverno,17
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,21,estate,7
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,6,inverno,19
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,27,estate,11
scarpe con tacchi,n,n,colorato,estate,pioggia,30,autunno,19
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,18,autunno,20
scarpa classica,y,y,colorato,all,neve,-7,primavera,22
scarpe aperte,y,n,colorato,primavera_estate,pioggia,18,estate,18
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,6,inverno,16
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,15,estate,27
scarpa classica,n,y,scuro,all,pioggia,22,estate,23
scarpe aperte,n,n,scuro,primavera_estate,pioggia,12,inverno,13
stivaletto alla caviglia,y,y,scuro,autunno,nuvoloso,15,primavera,16
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,17,autunno,29
scarpa da ginnastica,n,n,colorato,estate,pioggia,5,inverno,16
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,13,autunno,19
anfibi,n,y,scuro,autunno,nuvoloso,3,inverno,16
scarpa classica,n,y,Chiaro,all,pioggia,12,autunno,23
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,15,autunno,21
scarpe aperte,n,n,scuro,estate,pioggia,18,estate,19
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,16,primavera,22
scarpe aperte,n,n,colorato,primavera,soleggiato,27,estate,21
scarpe aperte,n,n,Chiaro,primavera,nuvoloso,27,estate,14
scarpe aperte,n,n,colorato,primavera,pioggia,10,autunno,15
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,12,autunno,19
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,4,primavera,21
scarpa da ginnastica,n,y,Chiaro,primavera_estate,soleggiato,4,inverno,14
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,1,inverno,19
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,16,autunno,19
scarpa da ginnastica,n,y,colorato,all,soleggiato,29,estate,19
scarpa da ginnastica,n,y,Chiaro,primavera_estate,nuvoloso,8,inverno,14
scarpa classica,y,y,Chiaro,autunno_inverno,nuvoloso,6,inverno,22
scarpa classica,n,y,scuro,all,pioggia,10,autunno,23
scarpa classica,y,y,scuro,autunno_inverno,pioggia,6,primavera,22
scarpa classica,y,y,scuro,inverno,neve,4,inverno,27
scarpa classica,n,y,scuro,all,pioggia,8,inverno,23
stivaletto alla caviglia,y,n,scuro,autunno,nuvoloso,6,primavera,15
scarpa classica,n,n,colorato,autunno_inverno,pioggia,4,inverno,25
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,6,primavera,18
scarpe aperte,n,n,scuro,estate,pioggia,29,estate,21
scarpe aperte,n,n,scuro,primavera,pioggia,28,estate,17
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,23,primavera,21
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,9,inverno,29
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,7,inverno,18
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,27,estate,20
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,26,autunno,22
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,8,primavera,17
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,14,autunno,19
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,20,primavera,7
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,27,estate,20
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,4,inverno,13
scarpe con tacchi,y,n,Chiaro,estate,soleggiato,30,estate,23
scarpe aperte,n,n,colorato,primavera,nuvoloso,27,estate,14
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,20,autunno,16
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,16,autunno,20
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,21,autunno,17
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,7,primavera,25
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,4,inverno,19
scarpa da ginnastica,n,y,colorato,estate,nuvoloso,8,autunno,13
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,19,autunno,17
scarpe con tacchi,n,n,Chiaro,estate,pioggia,3,primavera,18
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,12,inverno,31
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,soleggiato,11,autunno,22
scarpa da ginnastica,y,y,scuro,estate,nuvoloso,4,inverno,13
scarpe con tacchi,n,n,Chiaro,autunno_inverno,neve,10,primavera,16
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,16,autunno,29
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,27,estate,22
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,12,primavera,27
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,32,estate,11
scarpa da ginnastica,n,n,scuro,inverno,pioggia,27,estate,16
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,31,estate,3
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,21,estate,22
scarpa classica,n,y,scuro,inverno,nuvoloso,6,inverno,24
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,12,primavera,25
scarpe aperte,y,n,scuro,primavera,soleggiato,27,estate,16
scarpa classica,n,y,Chiaro,all,pioggia,14,inverno,23
scarpa classica,n,y,scuro,inverno,soleggiato,15,primavera,16
scarpa classica,n,y,scuro,primavera_estate,soleggiato,6,inverno,13
scarpa classica,n,y,scuro,inverno,soleggiato,25,estate,7
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,24,autunno,25
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,7,autunno,18
scarpe con tacchi,n,n,colorato,inverno,soleggiato,5,primavera,17
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,9,autunno,29
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,1,primavera,13
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,11,primavera,13
scarpe aperte,n,n,Chiaro,primavera,pioggia,15,primavera,20
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,9,primavera,14
scarpa classica,n,y,Chiaro,inverno,nuvoloso,16,primavera,17
scarpa classica,n,y,Chiaro,primavera_estate,nuvoloso,27,primavera,22
scarpe aperte,n,n,scuro,estate,pioggia,6,primavera,14
scarpe aperte,n,n,colorato,primavera,pioggia,9,autunno,13
scarpe aperte,n,n,Chiaro,estate,pioggia,3,inverno,10
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,20,autunno,18
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,2,inverno,17
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,-5,inverno,21
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,9,inverno,16
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,-10,inverno,19
scarpa da ginnastica,y,n,colorato,all,soleggiato,28,estate,19
scarpa da ginnastica,y,n,colorato,estate,pioggia,16,autunno,19
scarpa classica,n,n,Chiaro,all,soleggiato,25,estate,18
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,25,estate,22
scarpa da ginnastica,y,y,scuro,all,pioggia,18,estate,22
scarpa classica,y,n,colorato,primavera_estate,soleggiato,28,estate,21
scarpe aperte,n,n,Chiaro,primavera_estate,pioggia,24,autunno,15
scarpa da ginnastica,n,y,scuro,all,soleggiato,31,estate,14
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,28,estate,25
scarpa classica,y,y,colorato,all,soleggiato,36,estate,18
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,26,estate,12
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,10,primavera,15
scarpe con tacchi,n,n,colorato,inverno,soleggiato,2,primavera,17
scarpa da ginnastica,n,y,Chiaro,primavera_estate,neve,-2,inverno,16
scarpa da ginnastica,n,y,Chiaro,inverno,nuvoloso,1,inverno,24
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,neve,1,inverno,23
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,6,autunno,19
scarpe aperte,n,n,scuro,primavera_estate,neve,4,primavera,15
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,30,estate,15
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,8,inverno,29
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,8,primavera,18
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,17,autunno,17
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,9,primavera,25
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,21,primavera,13
scarpa da ginnastica,y,n,scuro,all,pioggia,5,autunno,22
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,11,autunno,19
scarpa da ginnastica,y,y,scuro,estate,nuvoloso,3,inverno,13
scarpa classica,n,y,scuro,all,nuvoloso,19,primavera,19
scarpa classica,n,y,scuro,all,soleggiato,28,estate,13
scarpa classica,y,y,colorato,all,soleggiato,18,primavera,18
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,3,inverno,16
anfibi,y,y,colorato,inverno,soleggiato,31,estate,8
scarpa classica,n,y,scuro,inverno,pioggia,12,primavera,22
scarpa classica,y,y,Chiaro,inverno,soleggiato,25,estate,12
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,13,primavera,13
scarpe aperte,y,n,scuro,estate,soleggiato,29,estate,20
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,17,inverno,29
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,3,primavera,17
scarpe aperte,n,n,Chiaro,estate,soleggiato,0,inverno,14
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,15,primavera,24
scarpe aperte,y,n,colorato,primavera,neve,0,inverno,13
scarpe aperte,y,n,colorato,primavera,pioggia,24,autunno,17
scarpe aperte,y,n,colorato,primavera_estate,pioggia,27,primavera,19
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,20,autunno,21
anfibi,n,y,Chiaro,inverno,pioggia,12,primavera,25
anfibi,n,n,scuro,autunno_inverno,soleggiato,18,autunno,17
anfibi,n,n,scuro,autunno,soleggiato,27,autunno,10
scarpe aperte,n,n,Chiaro,primavera,neve,-6,inverno,13
scarpe aperte,n,n,scuro,primavera,pioggia,27,estate,17
scarpa da ginnastica,n,y,Chiaro,inverno,nuvoloso,5,autunno,22
scarpa da ginnastica,y,y,scuro,autunno_inverno,nuvoloso,5,inverno,22
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,31,estate,18
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,32,estate,15
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,nuvoloso,6,inverno,22
scarpa da ginnastica,n,y,Chiaro,primavera_estate,nuvoloso,4,primavera,18
scarpe aperte,y,n,Chiaro,primavera,soleggiato,29,estate,21
scarpe aperte,y,n,colorato,primavera_estate,soleggiato,3,inverno,15
scarpe aperte,y,n,Chiaro,primavera_estate,pioggia,7,inverno,11
scarpa da ginnastica,n,y,scuro,all,pioggia,28,estate,22
scarpe aperte,n,n,scuro,primavera,soleggiato,27,estate,16
scarpe con tacchi,n,n,Chiaro,autunno_inverno,pioggia,23,estate,16
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,17,autunno,21
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,2,inverno,17
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,19,autunno,22
scarpa classica,n,n,Chiaro,primavera_estate,soleggiato,25,estate,21
scarpa classica,n,y,colorato,inverno,soleggiato,8,inverno,23
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,8,primavera,20
scarpa da ginnastica,y,y,Chiaro,all,nuvoloso,11,primavera,19
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,21,autunno,18
scarpe con tacchi,n,n,colorato,inverno,soleggiato,5,inverno,23
anfibi,n,y,scuro,autunno,pioggia,8,inverno,28
scarpa classica,y,y,scuro,autunno_inverno,pioggia,14,autunno,26
scarpa classica,y,y,colorato,autunno_inverno,soleggiato,9,primavera,17
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,31,estate,25
scarpa classica,n,y,Chiaro,inverno,soleggiato,4,inverno,23
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,9,primavera,21
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,6,primavera,20
scarpa da ginnastica,n,y,scuro,estate,soleggiato,10,primavera,18
scarpa da ginnastica,n,y,colorato,estate,nuvoloso,9,autunno,13
scarpa da ginnastica,y,n,scuro,inverno,pioggia,6,inverno,27
scarpa da ginnastica,y,y,colorato,estate,pioggia,14,autunno,17
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,2,inverno,21
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,29,estate,22
scarpa da ginnastica,n,n,colorato,estate,nuvoloso,7,inverno,13
scarpa classica,n,y,colorato,all,pioggia,19,autunno,23
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,28,autunno,26
stivaletto alla caviglia,n,y,colorato,inverno,neve,0,primavera,23
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,28,estate,23
scarpa da ginnastica,n,y,scuro,all,pioggia,8,primavera,22
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,28,estate,12
scarpa classica,n,y,Chiaro,autunno_inverno,pioggia,13,autunno,26
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,13,autunno,31
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,10,primavera,27
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,3,primavera,13
scarpe aperte,n,n,colorato,primavera_estate,nuvoloso,19,autunno,11
scarpa da ginnastica,y,n,scuro,all,pioggia,3,inverno,22
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,35,estate,3
scarpe con tacchi,y,n,Chiaro,primavera_estate,soleggiato,3,inverno,13
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,8,primavera,13
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,7,primavera,18
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,29,estate,20
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,8,primavera,26
stivaletto alla caviglia,y,y,scuro,inverno,nuvoloso,12,primavera,14
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,-3,inverno,16
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,3,autunno,17
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,1,autunno,22
scarpe aperte,y,n,colorato,primavera_estate,pioggia,28,estate,19
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,32,estate,18
stivaletto alla caviglia,y,y,scuro,autunno_inverno,nuvoloso,6,inverno,18
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,20,autunno,9
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,2,inverno,15
anfibi,n,y,scuro,autunno_inverno,soleggiato,28,estate,5
scarpa classica,n,y,Chiaro,all,pioggia,23,estate,23
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,20,primavera,22
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,5,inverno,29
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,26,estate,22
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,10,primavera,22
anfibi,y,y,scuro,autunno,pioggia,8,primavera,26
scarpa classica,y,y,scuro,all,pioggia,24,estate,23
scarpa classica,y,y,scuro,all,pioggia,9,inverno,23
scarpa da ginnastica,n,y,scuro,all,soleggiato,1,inverno,19
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,15,inverno,20
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,15,primavera,12
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,0,inverno,19
scarpe aperte,y,n,scuro,primavera,soleggiato,0,inverno,17
scarpe aperte,y,n,colorato,estate,pioggia,8,inverno,10
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,8,autunno,29
scarpa classica,n,n,scuro,autunno_inverno,nuvoloso,3,inverno,21
scarpe aperte,n,n,colorato,estate,nuvoloso,0,inverno,7
scarpe aperte,y,n,scuro,primavera,soleggiato,16,autunno,20
scarpa classica,y,n,colorato,inverno,soleggiato,11,autunno,21
scarpe con tacchi,n,n,Chiaro,inverno,pioggia,-1,inverno,25
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,34,estate,11
