Tipo,Materiale,Colore,Manica,Stagione
Top,Polyester,Watermelon Pink,,Spring
Bottom,Chiffon,Light Grey,,"['Spring', 'Summer']"
Dress,Lace,Beige,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Viscose,Apricot,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Lilac Purple,Short Sleeve,Summer
Top,Cotton,White,Cap Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,All
Dress,Polyester,Black,Short Sleeve,Summer
Dress,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Dark Grey,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Corduroy,Brown,,"['Fall', 'Winter']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,"Pastel, Baby Pink",Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Light Grey,Cap Sleeve,Summer
Dress,Schiffy,White,Short Sleeve,Summer
Dress,Glitter,Black,Long Sleeve,All
Top,Velvet,Maroon,Short Sleeve,"['Fall', 'Winter']"
Bottom,Polyester,Multicolor,,All
Top,Mesh,"['Pastel', ' Baby Pink']",Sleeveless,All
Top,Cotton,Black,Short Sleeve,Summer
Top,Polyester,Dusty Blue,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,"Pink, Pastel",Sleeveless,"['Spring', 'Summer']"
Dress,Polyester,Khaki,Sleeveless,Summer
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Black,Sleeveless,"['Spring', 'Summer']"
Bottom,Polyester,Black,,Summer
Top,Polyester,Black and White,Sleeveless,Summer
Top,Mesh,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Red,,All
Dress,Polyester,"['Pink', ' Pastel']",Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Yellow,Sleeveless,All
Dress,Polyester,Apricot,Long Sleeve,Summer
Dress,Velvet,Dark Green,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Bottom,Velvet,Burgundy,,All
Bottom,Polyester,Burgundy,,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Bottom,Velvet,Dark Green,,"['Fall', 'Winter']"
Dress,Polyester,Black,Sleeveless,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Mint Green,Sleeveless,Summer
Top,Rayon,Multicolor,,Summer
Bottom,Corduroy,Rust Brown,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black and White,,Summer
Dress,Polyester,Red,Cap Sleeve,Summer
Bottom,Polyester,Multicolor,,Summer
Top,Polyester,Beige,Short Sleeve,Summer
Bottom,Polyester,Grey,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Dress,,Burgundy,Sleeveless,Summer
Dress,Polyester,Violet Purple,Sleeveless,Summer
Dress,Corduroy,Maroon,Sleeveless,"['Fall', 'Winter']"
Bottom,Polyester,Baby Blue,,Summer
Dress,Velvet,Black,Sleeveless,"['Fall', 'Winter']"
Bottom,Corduroy,Camel,,"['Fall', 'Winter']"
Dress,Polyester,Black,Sleeveless,Summer
Top,Rayon,Black,,Summer
Top,Cotton,"Pastel, Lime Green",Short Sleeve,Summer
Bottom,Polyester,Blue,,All
Dress,Polyester,Baby Pink,Three Quarter Length Sleeve,Summer
Bottom,Polyester,Black,,Summer
Bottom,Polyester,Black and White,,Summer
Top,Cotton,White,Short Sleeve,Summer
Bottom,Satin,"['Pastel', ' Baby Blue']",,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,,Summer
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Navy Blue,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Chiffon,Lilac Purple,Short Sleeve,Summer
Dress,,Mustard Yellow,Short Sleeve,Summer
Dress,Cotton,"['Pastel', ' Baby Pink']",Long Sleeve,Spring
Top,Cotton,Coral Pink,,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,Red,Long Sleeve,Spring
Dress,Polyester,Blue,Short Sleeve,Summer
Dress,Rayon,Multicolor,Long Sleeve,Spring
Bottom,Polyester,Multicolor,,All
Dress,Polyester,"['Pastel', ' Dusty Blue']",Long Sleeve,Spring
Bottom,Polyester,Black and White,,"['Spring', 'Summer']"
Dress,Velvet,Burgundy,Sleeveless,"['Fall', 'Winter']"
Top,Polyester,Multicolor,,Summer
Dress,Sequins,Navy Blue,Sleeveless,All
Bottom,Polyester,Baby Blue,,Summer
Dress,Satin,"['Pink', ' Pastel']",Sleeveless,Summer
Top,Velvet,Black,,"['Fall', 'Winter']"
Dress,Polyester,Black,,Summer
Dress,Polyester,Dark Grey,Sleeveless,"['Spring', 'Summer']"
Dress,,Black,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Dark Green,Long Sleeve,"['Spring', 'Fall']"
Bottom,Suede,Dusty Pink,,"['Fall', 'Winter']"
Bottom,Tweed,White,,"['Fall', 'Winter']"
Bottom,Polyester,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,Short Sleeve,Summer
Top,PU Leather,Black,,All
Top,Cotton,"['Pastel', ' Mint Green']",,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Multicolor,,Summer
Bottom,Polyester,Dusty Pink,,All
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Blue,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Short Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,,Summer
Bottom,Polyester,Coffee Brown,,All
Top,Polyester,Burnt Orange,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Army Green,,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,Summer
Top,Cotton,Black,,Summer
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Mint Blue,Long Sleeve,Spring
Bottom,Polyester,Black,,Summer
Dress,Polyester,"Pastel, Dusty Pink",Short Sleeve,Summer
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Dusty Pink,Long Sleeve,Spring
Top,Polyester,Apricot,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Half Sleeve,Summer
Dress,Velvet,Navy Blue,Long Sleeve,"['Fall', 'Winter']"
Top,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Grey,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,White,Sleeveless,Summer
Dress,Velvet,Royal Blue,Sleeveless,"['Fall', 'Winter']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,,Summer
Top,Polyester,Beige,,Summer
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Mesh,Black,,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Brown,Sleeveless,Summer
Bottom,Polyester,Baby Pink,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,,Summer
Bottom,Polyester,"['Red', ' Bright']",,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Apricot,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Beige,,Summer
Top,Polyester,Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Burgundy,Half Sleeve,Summer
Dress,Polyester,Black,Sleeveless,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Satin,Burgundy,,"['Spring', 'Summer']"
Dress,Polyester,"Red, Bright",Short Sleeve,Summer
Bottom,PU Leather,Beige,,"['Fall', 'Winter']"
Dress,Polyester,Black and White,,Summer
Top,Cotton,Pink,Cap Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Dark Green,Sleeveless,Summer
Bottom,Nylon,Black,,All
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Dress,Polyester,Navy Blue,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Dusty Pink,Sleeveless,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Blue,Short Sleeve,Summer
Bottom,Cotton,Black,,Summer
Bottom,Rayon,Army Green,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,,Summer
Bottom,Rayon,Mustard Yellow,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,White,Sleeveless,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Khaki,,All
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Cotton,Burgundy,,All
Bottom,PU Leather,Apricot,,"['Fall', 'Winter']"
Dress,Polyester,Grey,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Army Green,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Tweed,Black and White,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Apricot,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Rust Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Mocha Brown,,All
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Black and White,,Summer
Bottom,Polyester,Gold,,All
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Mesh,"['Red', ' Bright']",Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,White,Sleeveless,Summer
Bottom,Polyester,Multicolor,,Summer
Dress,Polyester,Multicolor,Long Sleeve,Spring
Top,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Dress,Sequins,White,Short Sleeve,All
Bottom,Polyester,Multicolor,,Summer
Top,Polyester,Mint Green,,Summer
Bottom,,"['Neon', ' Yellow']",,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Short Sleeve,Summer
Bottom,Polyester,Brown,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Yellow,Long Sleeve,Spring
Top,Polyester,Maroon,Cap Sleeve,Summer
Top,Polyester,White,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer']"
Dress,Satin,Burgundy,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Apricot,Sleeveless,Summer
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Short Sleeve,Summer
Bottom,Polyester,Black,,Summer
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Red and White,,"['Spring', 'Summer']"
Top,Cotton,White,Short Sleeve,Summer
Dress,Polyester,Multicolor,Cap Sleeve,Summer
Bottom,Polyester,Black and White,,Summer
Bottom,Nylon,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Maroon,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,Summer
Bottom,Cotton,Black,,Summer
Top,Metallic,Black,,All
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Mesh,Black and White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Yellow,Sleeveless,Summer
Bottom,Polyester,Chocolate Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,"['Pastel', ' Baby Blue']",Sleeveless,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Velvet,Brown,,"['Fall', 'Winter']"
Dress,Cotton,Orange,Sleeveless,Summer
Top,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black and White,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Mint Green,Long Sleeve,"['Spring', 'Fall']"
Top,Metallic,Silver,,
Bottom,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Mesh,Black,,All
Top,Polyester,Rusty Rose,Sleeveless,Summer
Bottom,Polyester,Black,,Summer
Bottom,Rayon,Black,,All
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,Cap Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,White,Sleeveless,Summer
Bottom,Polyester,Mint Green,,Summer
Bottom,Polyester,Black,,
Top,Polyester,Multicolor,,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Sequins,Black,,All
Dress,,Black,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black and White,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,"['Pastel', ' Dusty Pink']",Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,PU Leather,Khaki,,"['Fall', 'Winter']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Mesh,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Rayon,Rust Brown,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Red and White,Short Sleeve,Summer
Dress,Cotton,Dusty Pink,Long Sleeve,Spring
Dress,Polyester,Multicolor,Short Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Short Sleeve,Summer
Top,Cotton,Multicolor,,Summer
Bottom,Polyester,Chocolate Brown,,Summer
Bottom,Polyester,Pink,,Summer
Dress,Polyester,Brown,Three Quarter Length Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Dark Green,,"['Spring', 'Summer', 'Fall']"
Top,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Navy Blue,,Summer
Dress,Glitter,Burgundy,Long Sleeve,All
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Burgundy,,Summer
Bottom,Polyester,White,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Dark Grey,Short Sleeve,Summer
Dress,Velvet,Black,Sleeveless,"['Fall', 'Winter']"
Dress,Corduroy,Burnt Orange,Sleeveless,"['Fall', 'Winter']"
Dress,Polyester,Burnt Orange,Three Quarter Length Sleeve,Summer
Bottom,Polyester,Black and White,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Black and White,Sleeveless,Summer
Top,Polyester,Multicolor,Cap Sleeve,Summer
Top,Rayon,Light Grey,,Summer
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Satin,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Nylon,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Blue,,Summer
Dress,Lace,White,Sleeveless,Summer
Bottom,,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Mesh,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Rayon,Grey,,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Champagne,Sleeveless,Summer
Top,Cotton,Royal Blue,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Dress,Polyester,Black,Half Sleeve,"['Spring', 'Summer']"
Top,Rayon,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,PU Leather,Black,Sleeveless,"['Fall', 'Winter']"
Bottom,Polyester,Army Green,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,All
Top,Polyester,Multicolor,,Summer
Top,Polyester,Dark Grey,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,All
Dress,Polyester,Black,Sleeveless,Summer
Top,Rayon,White,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Beige,,Spring
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,White,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Burnt Orange,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Lilac Purple,,Summer
Dress,Polyester,"Pastel, Baby Pink",Sleeveless,Summer
Dress,Lace,White,Short Sleeve,Summer
Dress,Corduroy,Rust Brown,Sleeveless,"['Fall', 'Winter']"
Dress,Polyester,"Pastel, Coral Pink",Short Sleeve,Summer
Top,Polyester,Multicolor,,Summer
Dress,Satin,Rose Red,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Red,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,Multicolor,Short Sleeve,Summer
Top,Polyester,Red,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Lilac Purple,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Short Sleeve,Summer
Bottom,Cotton,Brown,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Mustard Yellow,Short Sleeve,Summer
Dress,Rayon,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Mint Green,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Khaki,,Summer
Dress,,Red,Short Sleeve,Summer
Top,Polyester,Maroon,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,"['Spring', 'Summer']"
Dress,Polyester,Black and White,Long Sleeve,"['Spring', 'Summer']"
Bottom,,Black,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Khaki,,Summer
Top,Polyester,White,Half Sleeve,Summer
Dress,Polyester,Black,Sleeveless,Summer
Dress,Cotton,Black,Sleeveless,Summer
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Dress,Chiffon,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Rayon,Black,Sleeveless,Summer
Bottom,Polyester,Multicolor,,Summer
Dress,Polyester,White,Sleeveless,Summer
Dress,Polyester,Red and White,Cap Sleeve,Summer
Top,Cotton,"['Orange', ' Bright']",,Summer
Bottom,Cotton,Black,,All
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Redwood,Long Sleeve,"['Spring', 'Summer']"
Top,Satin,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Blue and White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Cotton,Baby Blue,,Summer
Dress,Nylon,Army Green,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Dusty Pink,,Summer
Top,Mesh,Multicolor,,Summer
Bottom,Polyester,Multicolor,,All
Top,Nylon,Coffee Brown,,Summer
Bottom,Cotton,Dark Grey,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,Short Sleeve,Summer
Bottom,Polyester,Blue and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Apricot,Cap Sleeve,Summer
Top,Cotton Blends,White,Short Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Dress,Polyester,White,Half Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Black,,Summer
Bottom,Corduroy,Mint Green,,"['Fall', 'Winter']"
Dress,Rayon,Multicolor,Sleeveless,Summer
Bottom,Polyester,Black and White,,All
Dress,Cotton Blends,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,Summer
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Black,Short Sleeve,Summer
Top,Velvet,Pink,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Satin,Champagne,Sleeveless,All
Bottom,Polyester,"['Yellow', ' Bright']",,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Burgundy,,Summer
Top,Polyester,Black,Sleeveless,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Dress,,Burgundy,Short Sleeve,Summer
Bottom,Polyester,Army Green,,All
Bottom,Corduroy,Maroon,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Mocha Brown,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,White,Short Sleeve,Summer
Top,Rayon,Blue,Short Sleeve,Summer
Bottom,Polyester,White,,Summer
Top,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,Black,Sleeveless,Summer
Top,Polyester,Apricot,Long Sleeve,Spring
Bottom,Polyester,Mocha Brown,,
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Olive Green,,Summer
Top,Polyester,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Velvet,Black,Sleeveless,"['Fall', 'Winter']"
Top,Cotton,Maroon,Short Sleeve,Summer
Bottom,Rayon,Light Grey,,All
Top,Polyester,Black,Three Quarter Length Sleeve,Summer
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Pink,Long Sleeve,Spring
Top,Polyester,Maroon,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Rose Red,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Mint Green,Long Sleeve,Summer
Top,Satin,Baby Pink,,Summer
Top,Cotton,Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,"['Pastel', ' Mint Green']",Sleeveless,Summer
Bottom,Polyester,Khaki,,All
Bottom,Polyester,Black,,Summer
Bottom,Corduroy,Brown,,"['Fall', 'Winter']"
Top,Polyester,White,,Summer
Top,Polyester,Yellow,Short Sleeve,Summer
Top,Polyester,Multicolor,,Summer
Top,Polyester,Lilac Purple,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Burgundy,Sleeveless,Summer
Bottom,Polyester,Black,,All
Top,Cotton,Dark Grey,Half Sleeve,Summer
Top,PU Leather,Black,,Summer
Bottom,Polyester,Black,,Summer
Bottom,Polyester,Black and White,,Summer
Top,Polyester,Multicolor,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,Multicolor,Sleeveless,Summer
Top,Cotton,Black,,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Black,Long Sleeve,All
Top,Polyester,Coral Pink,Short Sleeve,Summer
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Bottom,PU Leather,Maroon,,All
Bottom,,White,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,Short Sleeve,Summer
Dress,Polyester,Blue and White,Three Quarter Length Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Green,,"['Spring', 'Summer', 'Fall']"
Bottom,Chiffon,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Navy Blue,,"['Spring', 'Summer']"
Dress,Polyester,Burgundy,Cap Sleeve,Summer
Dress,Rayon,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Bottom,Polyester,Dusty Pink,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Camel,,Summer
Top,Polyester,Khaki,Short Sleeve,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Dress,Velvet,Dusty Blue,Long Sleeve,"['Fall', 'Winter']"
Bottom,Velvet,Chocolate Brown,,"['Fall', 'Winter']"
Dress,Satin,Gold,Sleeveless,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,White,Short Sleeve,Summer
Top,Lace,Black,,Summer
Top,Cotton,Dusty Pink,Short Sleeve,Summer
Bottom,Polyester,Baby Blue,,Summer
Bottom,Polyester,Multicolor,,Summer
Top,Polyester,Multicolor,,Summer
Bottom,Polyester,Black and White,,All
Bottom,Tweed,Black and White,,"['Fall', 'Winter']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
