Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
scarpe con tacchi,n,n,colorato,estate,soleggiato,2,inverno,12
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,pioggia,16,primavera,25
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,nuvoloso,22,autunno,15
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,23,primavera,15
scarpe aperte,n,n,chiaro,primavera,soleggiato,21,estate,28
scarpe aperte,n,n,scuro,estate,pioggia,26,autunno,15
scarpa classica,y,y,chiaro,autunno_inverno,nuvoloso,23,autunno,19
scarpa classica,n,y,colorato,autunno_inverno,nuvoloso,4,autunno,21
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,11,autunno,19
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,24,autunno,13
scarpa classica,n,y,scuro,inverno,pioggia,17,autunno,25
scarpa classica,y,y,scuro,primavera_estate,pioggia,30,estate,26
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,neve,3,autunno,26
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,13,autunno,29
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,18,primavera,24
stivaletto alla caviglia,n,y,chiaro,inverno,soleggiato,17,primavera,12
stivaletto alla caviglia,n,y,colorato,autunno_inverno,neve,3,autunno,26
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,17,autunno,29
stivaletto alla caviglia,y,y,chiaro,inverno,nuvoloso,28,estate,9
stivaletto alla caviglia,y,y,colorato,autunno,nuvoloso,16,autunno,20
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,0,inverno,16
scarpe aperte,n,n,scuro,primavera_estate,pioggia,17,autunno,14
scarpe aperte,n,n,scuro,estate,soleggiato,30,estate,20
scarpe con tacchi,n,n,chiaro,autunno_inverno,soleggiato,24,estate,19
scarpa da ginnastica,y,y,colorato,estate,soleggiato,14,primavera,18
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,soleggiato,13,inverno,17
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,13,autunno,19
scarpa da ginnastica,n,n,scuro,estate,soleggiato,32,estate,19
scarpa da ginnastica,n,y,colorato,inverno,pioggia,19,autunno,24
scarpa da ginnastica,y,y,chiaro,all,pioggia,25,estate,22
anfibi,n,y,scuro,inverno,soleggiato,9,inverno,19
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,soleggiato,22,autunno,19
scarpa classica,n,y,chiaro,all,soleggiato,27,estate,23
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,24,autunno,25
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,13,inverno,19
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,33,estate,29
scarpa da ginnastica,n,n,colorato,inverno,pioggia,23,estate,17
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,29,autunno,27
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,24,estate,21
stivaletto alla caviglia,y,y,chiaro,autunno,soleggiato,2,inverno,15
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,29,estate,6
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,14,inverno,29
stivaletto alla caviglia,y,y,chiaro,autunno,pioggia,30,estate,23
scarpa da ginnastica,y,y,scuro,estate,pioggia,15,primavera,23
scarpa da ginnastica,y,y,chiaro,autunno_inverno,nuvoloso,23,estate,15
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,34,estate,5
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,31,estate,9
scarpe con tacchi,n,n,colorato,estate,nuvoloso,16,inverno,13
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,30,estate,16
scarpe con tacchi,n,n,scuro,autunno_inverno,nuvoloso,15,autunno,19
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,22,autunno,25
stivaletto alla caviglia,n,n,chiaro,inverno,neve,0,inverno,29
scarpa da ginnastica,y,y,chiaro,estate,soleggiato,31,estate,29
scarpa da ginnastica,y,n,colorato,estate,pioggia,3,autunno,16
anfibi,y,y,chiaro,inverno,soleggiato,9,autunno,17
scarpa classica,n,y,scuro,inverno,pioggia,6,primavera,22
scarpa classica,n,n,chiaro,primavera_estate,pioggia,2,inverno,18
scarpa da ginnastica,n,n,chiaro,estate,pioggia,1,inverno,16
scarpa da ginnastica,y,y,scuro,inverno,neve,4,inverno,26
scarpe con tacchi,y,n,colorato,primavera_estate,neve,1,primavera,16
scarpa classica,y,y,chiaro,primavera_estate,soleggiato,15,primavera,20
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,10,primavera,15
stivaletto alla caviglia,n,y,colorato,inverno,neve,6,autunno,27
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,30,estate,20
scarpa da ginnastica,n,y,scuro,inverno,pioggia,19,autunno,24
scarpa da ginnastica,n,y,chiaro,all,pioggia,16,autunno,22
scarpa da ginnastica,n,y,chiaro,autunno_inverno,soleggiato,29,estate,20
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,14,estate,25
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,9,inverno,29
scarpe aperte,n,n,chiaro,primavera_estate,pioggia,4,primavera,15
scarpa da ginnastica,y,y,chiaro,estate,soleggiato,14,primavera,18
scarpa da ginnastica,y,y,chiaro,all,nuvoloso,28,estate,19
scarpe aperte,y,n,scuro,primavera,pioggia,17,autunno,16
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,27,estate,23
anfibi,y,y,chiaro,inverno,soleggiato,13,autunno,17
scarpa da ginnastica,y,n,chiaro,estate,pioggia,24,estate,26
scarpa da ginnastica,y,n,colorato,estate,pioggia,24,autunno,20
scarpa classica,n,y,chiaro,autunno_inverno,soleggiato,7,primavera,17
anfibi,n,n,chiaro,autunno,soleggiato,18,autunno,19
anfibi,n,n,scuro,autunno,pioggia,9,primavera,26
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,11,primavera,25
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,11,inverno,16
scarpa da ginnastica,y,n,chiaro,primavera_estate,nuvoloso,1,inverno,14
scarpa classica,n,y,chiaro,autunno_inverno,pioggia,24,autunno,23
scarpa da ginnastica,n,n,colorato,estate,soleggiato,-7,inverno,13
scarpa da ginnastica,n,y,chiaro,autunno_inverno,pioggia,12,primavera,21
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,21,estate,5
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,6,inverno,16
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,soleggiato,27,estate,15
scarpe con tacchi,n,n,chiaro,primavera_estate,pioggia,30,autunno,19
scarpe con tacchi,n,n,chiaro,autunno_inverno,soleggiato,18,autunno,21
scarpa classica,y,y,scuro,primavera_estate,neve,-7,primavera,21
scarpe aperte,y,n,colorato,primavera,pioggia,18,estate,18
stivaletto alla caviglia,n,n,chiaro,autunno,soleggiato,6,inverno,16
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,15,estate,27
scarpa classica,n,y,colorato,autunno_inverno,pioggia,22,estate,19
scarpe aperte,n,n,chiaro,primavera_estate,pioggia,12,inverno,13
stivaletto alla caviglia,y,y,colorato,autunno,nuvoloso,15,primavera,16
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,17,autunno,28
scarpa da ginnastica,n,n,chiaro,all,pioggia,5,inverno,22
scarpa da ginnastica,y,y,chiaro,all,pioggia,13,autunno,22
anfibi,n,y,chiaro,autunno,nuvoloso,3,inverno,16
scarpa classica,n,y,colorato,autunno_inverno,pioggia,12,autunno,26
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,15,autunno,21
scarpe aperte,n,n,scuro,primavera,pioggia,18,estate,18
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,16,primavera,22
scarpe aperte,n,n,colorato,primavera,soleggiato,27,estate,21
scarpe aperte,n,n,chiaro,primavera_estate,nuvoloso,27,estate,16
scarpe aperte,n,n,scuro,estate,pioggia,10,autunno,11
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,12,autunno,17
scarpa da ginnastica,n,y,chiaro,inverno,pioggia,4,primavera,21
scarpa da ginnastica,n,y,chiaro,primavera_estate,soleggiato,4,inverno,14
stivaletto alla caviglia,y,y,chiaro,autunno,soleggiato,1,inverno,15
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,16,autunno,19
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,29,estate,17
scarpa da ginnastica,n,y,chiaro,all,nuvoloso,8,inverno,19
scarpa classica,y,y,chiaro,primavera_estate,nuvoloso,6,inverno,14
scarpa classica,n,y,chiaro,autunno_inverno,pioggia,10,autunno,26
scarpa classica,y,y,scuro,inverno,pioggia,6,primavera,22
scarpa classica,y,y,colorato,inverno,neve,4,inverno,27
scarpa classica,n,y,chiaro,autunno_inverno,pioggia,8,inverno,26
stivaletto alla caviglia,y,n,chiaro,autunno,nuvoloso,6,primavera,15
scarpa classica,n,n,colorato,inverno,pioggia,4,inverno,28
scarpa da ginnastica,n,n,scuro,estate,soleggiato,6,primavera,17
scarpe aperte,n,n,chiaro,primavera_estate,pioggia,29,estate,19
scarpe aperte,n,n,chiaro,estate,pioggia,28,estate,21
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,23,primavera,22
stivaletto alla caviglia,n,y,chiaro,inverno,pioggia,9,inverno,31
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,7,inverno,20
scarpa da ginnastica,n,y,chiaro,estate,pioggia,26,autunno,21
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,8,primavera,17
scarpa da ginnastica,n,y,scuro,all,pioggia,14,autunno,22
stivaletto alla caviglia,n,y,chiaro,autunno,soleggiato,20,primavera,17
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,27,estate,20
scarpa classica,n,y,chiaro,primavera_estate,soleggiato,4,inverno,13
scarpe con tacchi,y,n,scuro,estate,soleggiato,30,estate,18
scarpe aperte,n,n,chiaro,estate,nuvoloso,27,estate,18
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,soleggiato,20,autunno,19
scarpa da ginnastica,n,n,chiaro,all,pioggia,16,autunno,22
stivaletto alla caviglia,n,y,chiaro,inverno,nuvoloso,21,autunno,14
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,7,primavera,25
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,soleggiato,4,inverno,16
scarpa da ginnastica,n,y,colorato,autunno_inverno,nuvoloso,8,autunno,22
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,19,autunno,19
scarpe con tacchi,n,n,scuro,inverno,pioggia,3,primavera,19
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,12,inverno,29
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,11,autunno,16
scarpa da ginnastica,y,y,scuro,autunno_inverno,nuvoloso,4,inverno,21
scarpe con tacchi,n,n,scuro,estate,neve,10,primavera,16
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,16,autunno,28
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,pioggia,27,estate,22
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,12,primavera,27
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,32,estate,10
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,27,estate,25
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,31,estate,8
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,pioggia,21,estate,22
scarpa classica,n,y,colorato,all,nuvoloso,6,inverno,19
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,12,primavera,25
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,27,estate,18
scarpa classica,n,y,scuro,all,pioggia,14,inverno,23
scarpa classica,n,y,colorato,all,soleggiato,15,primavera,18
scarpa classica,n,y,chiaro,primavera_estate,soleggiato,6,inverno,13
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,25,estate,9
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,pioggia,24,autunno,26
stivaletto alla caviglia,y,y,chiaro,autunno,soleggiato,7,autunno,18
scarpe con tacchi,n,n,chiaro,autunno_inverno,soleggiato,5,primavera,17
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,9,autunno,30
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,1,primavera,12
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,11,primavera,13
scarpe aperte,n,n,chiaro,primavera_estate,pioggia,15,primavera,18
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,nuvoloso,9,primavera,14
scarpa classica,n,y,chiaro,inverno,nuvoloso,16,primavera,17
scarpa classica,n,y,chiaro,all,nuvoloso,27,primavera,19
scarpe aperte,n,n,scuro,primavera,pioggia,6,primavera,17
scarpe aperte,n,n,colorato,primavera_estate,pioggia,9,autunno,11
scarpe aperte,n,n,colorato,primavera,pioggia,3,inverno,13
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,20,autunno,13
scarpa da ginnastica,y,y,scuro,all,pioggia,2,inverno,22
scarpa da ginnastica,y,y,colorato,all,soleggiato,-5,inverno,19
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,12,autunno,19
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,9,inverno,19
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,-10,inverno,19
scarpa da ginnastica,y,n,colorato,all,soleggiato,28,estate,19
scarpa da ginnastica,y,n,chiaro,autunno_inverno,pioggia,16,autunno,25
scarpa classica,n,n,scuro,autunno_inverno,soleggiato,25,estate,9
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,25,estate,23
scarpa da ginnastica,y,y,colorato,all,pioggia,18,estate,22
scarpa classica,y,n,colorato,primavera_estate,soleggiato,28,estate,21
scarpe aperte,n,n,colorato,primavera_estate,pioggia,24,autunno,15
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,31,estate,17
scarpa da ginnastica,n,y,scuro,all,pioggia,28,estate,22
scarpa classica,y,y,scuro,primavera_estate,soleggiato,36,estate,16
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,26,estate,11
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,10,primavera,13
scarpe con tacchi,n,n,chiaro,primavera_estate,soleggiato,2,primavera,17
scarpa da ginnastica,n,y,colorato,primavera_estate,neve,-2,inverno,16
scarpa da ginnastica,n,y,chiaro,autunno_inverno,nuvoloso,1,inverno,21
scarpa da ginnastica,n,y,scuro,primavera_estate,neve,1,inverno,16
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,6,autunno,18
scarpe aperte,n,n,scuro,primavera_estate,neve,4,primavera,15
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,30,estate,18
stivaletto alla caviglia,y,y,chiaro,inverno,pioggia,8,inverno,31
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,8,primavera,18
stivaletto alla caviglia,n,y,chiaro,inverno,nuvoloso,17,autunno,17
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,pioggia,9,primavera,25
stivaletto alla caviglia,n,y,chiaro,inverno,nuvoloso,21,primavera,10
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,5,autunno,17
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,11,autunno,19
scarpa da ginnastica,y,y,chiaro,primavera_estate,nuvoloso,3,inverno,14
scarpa classica,n,y,scuro,all,nuvoloso,19,primavera,19
scarpa classica,n,y,colorato,all,soleggiato,28,estate,18
scarpa classica,y,y,scuro,autunno_inverno,soleggiato,18,primavera,17
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,3,inverno,17
anfibi,y,y,scuro,inverno,soleggiato,31,estate,3
scarpa classica,n,y,chiaro,autunno_inverno,pioggia,12,primavera,22
scarpa classica,y,y,scuro,primavera_estate,soleggiato,25,estate,16
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,13,primavera,13
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,29,estate,18
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,17,inverno,30
stivaletto alla caviglia,y,y,chiaro,autunno,soleggiato,20,autunno,21
scarpa da ginnastica,n,y,colorato,all,soleggiato,3,primavera,19
scarpe aperte,n,n,scuro,primavera,soleggiato,0,inverno,17
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,15,primavera,24
scarpe aperte,y,n,chiaro,primavera_estate,neve,0,inverno,11
scarpe aperte,y,n,scuro,estate,pioggia,24,autunno,14
scarpe aperte,y,n,chiaro,estate,pioggia,27,primavera,19
scarpa da ginnastica,n,n,scuro,estate,pioggia,20,autunno,20
anfibi,n,y,colorato,autunno_inverno,pioggia,12,primavera,25
anfibi,n,n,scuro,inverno,soleggiato,18,autunno,16
anfibi,n,n,chiaro,inverno,soleggiato,27,autunno,17
scarpe aperte,n,n,chiaro,estate,neve,-6,inverno,10
scarpe aperte,n,n,chiaro,estate,pioggia,27,estate,21
scarpa da ginnastica,n,y,scuro,inverno,nuvoloso,5,autunno,22
scarpa da ginnastica,y,y,scuro,all,nuvoloso,5,inverno,19
scarpe aperte,n,n,chiaro,primavera_estate,soleggiato,31,estate,28
scarpa da ginnastica,n,y,colorato,inverno,soleggiato,32,estate,13
scarpa da ginnastica,y,y,colorato,inverno,nuvoloso,6,inverno,24
scarpa da ginnastica,n,y,scuro,autunno_inverno,nuvoloso,4,primavera,17
scarpe aperte,y,n,colorato,primavera_estate,soleggiato,3,inverno,15
scarpe aperte,y,n,scuro,estate,pioggia,7,inverno,10
scarpa da ginnastica,n,y,chiaro,primavera_estate,pioggia,28,estate,25
scarpe aperte,n,n,chiaro,estate,soleggiato,27,estate,30
scarpe con tacchi,n,n,chiaro,inverno,pioggia,23,estate,15
scarpa classica,n,y,scuro,inverno,soleggiato,17,autunno,20
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,2,inverno,17
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,19,autunno,17
scarpa classica,n,n,colorato,inverno,soleggiato,25,estate,12
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,8,inverno,21
scarpa da ginnastica,n,n,colorato,estate,pioggia,8,primavera,20
scarpa da ginnastica,y,y,chiaro,inverno,nuvoloso,11,primavera,18
scarpa da ginnastica,n,n,chiaro,autunno_inverno,soleggiato,21,autunno,24
scarpe con tacchi,n,n,chiaro,autunno_inverno,soleggiato,5,inverno,21
anfibi,n,y,scuro,autunno,pioggia,8,inverno,28
scarpa classica,y,y,colorato,autunno_inverno,pioggia,14,autunno,26
scarpa classica,y,y,colorato,all,soleggiato,9,primavera,18
scarpa da ginnastica,n,y,chiaro,autunno_inverno,pioggia,31,estate,18
scarpa classica,n,n,colorato,primavera_estate,pioggia,8,primavera,22
scarpa classica,n,y,scuro,inverno,soleggiato,4,inverno,23
scarpa da ginnastica,n,n,colorato,estate,pioggia,9,primavera,20
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,6,primavera,21
scarpa da ginnastica,n,y,scuro,all,soleggiato,10,primavera,19
scarpa da ginnastica,n,y,scuro,primavera_estate,nuvoloso,9,autunno,14
scarpa da ginnastica,y,n,chiaro,primavera_estate,pioggia,6,inverno,17
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,14,autunno,25
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,2,inverno,24
scarpa da ginnastica,y,y,scuro,estate,soleggiato,29,estate,19
scarpa da ginnastica,n,n,colorato,autunno_inverno,nuvoloso,7,inverno,22
scarpa classica,n,y,scuro,all,pioggia,19,autunno,23
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,28,autunno,24
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,0,primavera,22
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,28,estate,20
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,8,primavera,21
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,28,estate,11
scarpa classica,n,y,colorato,primavera_estate,pioggia,13,autunno,20
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,22,autunno,28
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,13,autunno,29
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,10,primavera,25
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,34,estate,6
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,3,primavera,12
scarpe aperte,n,n,chiaro,primavera,nuvoloso,19,autunno,13
scarpa da ginnastica,y,n,colorato,inverno,pioggia,3,inverno,27
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,35,estate,11
scarpe con tacchi,y,n,scuro,inverno,soleggiato,3,inverno,23
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,8,primavera,13
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,7,primavera,18
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,29,estate,22
stivaletto alla caviglia,y,y,chiaro,inverno,pioggia,8,primavera,25
stivaletto alla caviglia,y,y,chiaro,autunno,nuvoloso,12,primavera,16
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,-3,inverno,16
scarpa da ginnastica,n,n,colorato,inverno,pioggia,3,autunno,25
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,1,autunno,14
scarpe aperte,y,n,chiaro,estate,pioggia,28,estate,21
scarpe aperte,y,n,chiaro,primavera_estate,soleggiato,32,estate,28
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,nuvoloso,6,inverno,18
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,20,autunno,8
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,2,inverno,19
anfibi,n,y,chiaro,autunno_inverno,soleggiato,28,estate,15
scarpa classica,n,y,scuro,autunno_inverno,pioggia,23,estate,19
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,20,primavera,24
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,5,inverno,29
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,pioggia,26,estate,22
scarpa classica,y,y,scuro,inverno,pioggia,10,primavera,22
anfibi,y,y,scuro,autunno_inverno,pioggia,8,primavera,25
scarpa classica,y,y,colorato,inverno,pioggia,24,estate,18
scarpa classica,y,y,colorato,primavera_estate,pioggia,9,inverno,18
scarpa da ginnastica,n,y,chiaro,primavera_estate,soleggiato,1,inverno,14
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,15,inverno,20
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,15,primavera,15
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,0,inverno,16
scarpe aperte,y,n,colorato,estate,soleggiato,0,inverno,14
