Materiale,Colore,Manica,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
poliestere,scuro,lunga,autunno,soleggiato,26.85,estate,9
poliestere,scuro,lunga,estate,pioggia,8.0,inverno,23
cotone,scuro,lunga,autunno,soleggiato,5.55,primavera,25
poliestere,scuro,lunga,autunno,soleggiato,13.1,primavera,24
poliestere,scuro,lunga,primavera_estate,soleggiato,33.55,estate,9
raso,chiaro,lunga,primavera_estate,pioggia,11.5,primavera,22
poliestere,colorato,lunga,autunno,pioggia,21.8,estate,19
poliestere,chiaro,lunga,estate,soleggiato,24.5,estate,28
cotone,scuro,lunga,primavera_estate,nuvoloso,9.65,primavera,28
cotone,chiaro,corta,estate,soleggiato,-0.5499999999999998,inverno,13
velluto,scuro,lunga,autunno_inverno,pioggia,13.0,primavera,21
poliestere,scuro,lunga,estate,soleggiato,15.4,autunno,21
poliestere,chiaro,lunga,estate,pioggia,24.65,autunno,17
cotone,colorato,lunga,estate,soleggiato,3.0,inverno,23
poliestere,scuro,corta,estate,pioggia,3.1,inverno,13
poliestere,scuro,corta,estate,soleggiato,6.800000000000001,primavera,17
cotone,chiaro,corta,estate,soleggiato,10.2,primavera,19
cotone,colorato,lunga,estate,pioggia,4.5,inverno,23
poliestere,scuro,lunga,autunno,nuvoloso,21.3,autunno,23
poliestere,scuro,lunga,estate,pioggia,17.4,autunno,21
poliestere,scuro,lunga,autunno,pioggia,4.55,autunno,29
poliestere,scuro,lunga,estate,soleggiato,17.35,autunno,21
cotone,colorato,lunga,estate,soleggiato,28.200000000000003,estate,23
poliestere,chiaro,lunga,autunno,soleggiato,26.4,estate,19
poliestere,colorato,corta,estate,soleggiato,15.9,primavera,19
velluto,scuro,lunga,autunno_inverno,nuvoloso,21.15,autunno,19
poliestere,colorato,lunga,autunno,soleggiato,19.15,primavera,23
cotone,scuro,lunga,primavera_estate,soleggiato,10.75,primavera,28
poliestere,scuro,lunga,autunno,pioggia,7.4,autunno,29
poliestere,colorato,lunga,primavera_estate,soleggiato,0.25,inverno,24
poliestere,colorato,lunga,primavera_estate,pioggia,19.2,estate,26
poliestere,scuro,corta,estate,soleggiato,5.4,inverno,13
poliestere,scuro,lunga,autunno,soleggiato,25.5,estate,9
poliestere,scuro,lunga,autunno,pioggia,26.3,estate,14
poliestere,scuro,corta,estate,soleggiato,35.25,estate,20
poliestere,chiaro,lunga,primavera_estate,soleggiato,5.0,inverno,24
poliestere,chiaro,lunga,estate,pioggia,11.95,autunno,22
poliestere,scuro,lunga,estate,nuvoloso,8.5,inverno,23
poliestere,colorato,lunga,autunno,pioggia,13.9,inverno,26
poliestere,colorato,corta,estate,pioggia,9.7,primavera,17
cotone,colorato,lunga,primavera_estate,soleggiato,24.75,estate,25
cotone,chiaro,corta,estate,soleggiato,4.800000000000001,inverno,13
cotone,scuro,corta,estate,soleggiato,30.9,estate,25
poliestere,chiaro,lunga,autunno,soleggiato,-5.8,inverno,27
poliestere,chiaro,corta,estate,neve,6.550000000000001,inverno,13
poliestere,colorato,lunga,primavera_estate,soleggiato,27.8,estate,17
cotone,scuro,corta,estate,soleggiato,10.75,primavera,19
cotone,colorato,lunga,estate,pioggia,8.35,inverno,23
poliestere,colorato,lunga,estate,soleggiato,14.95,primavera,26
poliestere,chiaro,lunga,primavera_estate,soleggiato,3.25,inverno,24
poliestere,chiaro,lunga,primavera_estate,pioggia,26.700000000000003,estate,17
raso,chiaro,lunga,autunno,nuvoloso,18.2,autunno,23
cotone,scuro,corta,estate,pioggia,22.8,primavera,24
poliestere,chiaro,lunga,estate,soleggiato,32.3,estate,20
poliestere,chiaro,corta,estate,pioggia,20.55,primavera,21
cotone,scuro,lunga,primavera_estate,pioggia,16.15,primavera,28
poliestere,colorato,lunga,autunno,pioggia,5.6,inverno,27
poliestere,scuro,corta,estate,pioggia,3.55,primavera,17
poliestere,colorato,lunga,primavera_estate,soleggiato,25.75,autunno,13
poliestere,scuro,lunga,autunno,nuvoloso,13.05,primavera,24
poliestere,scuro,lunga,autunno,pioggia,19.05,primavera,23
poliestere,colorato,lunga,estate,pioggia,6.05,inverno,23
poliestere,scuro,lunga,primavera_estate,pioggia,4.3,inverno,24
poliestere,colorato,lunga,primavera_estate,pioggia,20.5,autunno,18
cotone,scuro,lunga,autunno,pioggia,9.75,primavera,25
poliestere,colorato,lunga,primavera,soleggiato,24.3,primavera,23
poliestere,chiaro,lunga,estate,pioggia,6.949999999999999,primavera,27
poliestere,colorato,lunga,primavera_estate,soleggiato,28.15,autunno,13
cotone,chiaro,corta,estate,pioggia,22.950000000000003,autunno,20
cotone,chiaro,lunga,primavera,pioggia,25.65,estate,21
poliestere,colorato,lunga,primavera_estate,soleggiato,8.0,inverno,24
poliestere,chiaro,lunga,primavera_estate,soleggiato,3.95,inverno,24
poliestere,colorato,corta,estate,soleggiato,18.4,autunno,15
poliestere,scuro,lunga,autunno,soleggiato,24.45,estate,14
poliestere,chiaro,corta,estate,soleggiato,23.8,estate,28
poliestere,chiaro,lunga,estate,pioggia,13.95,autunno,22
cotone,scuro,lunga,estate,nuvoloso,0.3500000000000001,inverno,23
poliestere,scuro,corta,estate,soleggiato,-2.15,inverno,13
poliestere,scuro,corta,primavera_estate,soleggiato,28.3,estate,18
cotone,scuro,lunga,primavera_estate,pioggia,20.2,primavera,25
cotone,scuro,corta,estate,soleggiato,10.45,inverno,15
poliestere,colorato,lunga,estate,soleggiato,1.65,primavera,27
poliestere,chiaro,corta,estate,pioggia,17.65,autunno,15
poliestere,scuro,lunga,autunno,soleggiato,29.05,estate,9
poliestere,colorato,lunga,estate,pioggia,13.2,primavera,26
poliestere,chiaro,corta,estate,pioggia,26.4,estate,24
poliestere,chiaro,lunga,estate,soleggiato,2.4,inverno,23
cotone,scuro,corta,estate,nuvoloso,17.6,autunno,17
cotone,colorato,corta,estate,soleggiato,4.85,primavera,17
cotone,scuro,lunga,autunno,pioggia,7.399999999999999,autunno,29
velluto,colorato,lunga,autunno_inverno,soleggiato,24.85,estate,15
raso,scuro,lunga,all,pioggia,8.25,inverno,20
cotone,scuro,corta,estate,pioggia,3.55,autunno,13
cotone,colorato,lunga,estate,nuvoloso,2.6500000000000004,inverno,23
cotone,scuro,lunga,autunno,pioggia,32.85,estate,16
cotone,chiaro,corta,estate,pioggia,23.55,autunno,20
cotone,scuro,lunga,primavera_estate,soleggiato,25.4,estate,17
cotone,colorato,corta,estate,soleggiato,1.5,inverno,13
poliestere,colorato,corta,estate,pioggia,29.15,estate,24
poliestere,chiaro,lunga,primavera_estate,pioggia,18.2,estate,26
cotone,scuro,lunga,primavera_estate,soleggiato,5.55,inverno,24
poliestere,chiaro,lunga,primavera_estate,soleggiato,31.0,estate,19
poliestere,scuro,corta,estate,soleggiato,23.85,primavera,16
poliestere,colorato,corta,estate,nuvoloso,6.9,autunno,13
poliestere,scuro,lunga,primavera_estate,nuvoloso,27.85,estate,17
velluto,scuro,lunga,all,pioggia,23.85,autunno,17
poliestere,scuro,corta,estate,pioggia,10.25,inverno,14
poliestere,scuro,corta,estate,soleggiato,6.45,inverno,13
poliestere,chiaro,lunga,primavera,nuvoloso,10.85,primavera,28
cotone,colorato,lunga,estate,soleggiato,27.95,estate,23
poliestere,colorato,lunga,primavera_estate,nuvoloso,6.1,inverno,24
poliestere,scuro,corta,estate,pioggia,20.200000000000003,estate,23
cotone,scuro,corta,estate,pioggia,28.7,estate,29
poliestere,scuro,lunga,autunno,soleggiato,25.9,estate,9
poliestere,chiaro,lunga,estate,pioggia,12.8,primavera,26
poliestere,colorato,lunga,estate,pioggia,6.8500000000000005,primavera,27
poliestere,scuro,lunga,primavera_estate,pioggia,20.95,autunno,18
poliestere,scuro,lunga,primavera_estate,pioggia,14.3,inverno,23
poliestere,chiaro,corta,estate,pioggia,17.95,autunno,15
poliestere,chiaro,lunga,primavera_estate,pioggia,16.799999999999997,autunno,22
poliestere,scuro,corta,estate,soleggiato,11.15,primavera,18
cotone,chiaro,lunga,estate,pioggia,28.05,estate,23
poliestere,chiaro,corta,estate,soleggiato,21.0,primavera,26
poliestere,colorato,corta,estate,pioggia,27.25,autunno,18
poliestere,colorato,corta,estate,pioggia,7.0,inverno,13
cotone,colorato,lunga,estate,soleggiato,24.450000000000003,estate,26
poliestere,colorato,lunga,primavera,nuvoloso,10.85,primavera,28
poliestere,colorato,lunga,autunno,pioggia,5.6000000000000005,inverno,27
cotone,colorato,lunga,estate,pioggia,12.75,autunno,23
poliestere,colorato,corta,estate,pioggia,7.9,primavera,17
poliestere,scuro,lunga,primavera_estate,nuvoloso,4.7,primavera,28
cotone,colorato,corta,estate,soleggiato,5.35,primavera,17
raso,chiaro,lunga,primavera,pioggia,24.75,primavera,22
poliestere,scuro,lunga,autunno,neve,2.1,primavera,25
cotone,scuro,lunga,estate,soleggiato,17.9,estate,29
poliestere,chiaro,corta,estate,nuvoloso,9.4,autunno,13
poliestere,scuro,corta,estate,soleggiato,27.5,estate,19
poliestere,scuro,lunga,primavera_estate,soleggiato,25.6,estate,12
poliestere,colorato,lunga,estate,soleggiato,20.450000000000003,primavera,21
poliestere,scuro,corta,estate,soleggiato,2.0,inverno,13
poliestere,chiaro,lunga,primavera_estate,pioggia,10.65,autunno,23
cotone,colorato,lunga,autunno,soleggiato,24.85,primavera,22
poliestere,colorato,lunga,autunno,soleggiato,31.35,estate,11
velluto,scuro,lunga,autunno,neve,-5.3500000000000005,primavera,26
poliestere,colorato,lunga,autunno,nuvoloso,6.3,inverno,27
poliestere,scuro,lunga,autunno,pioggia,11.9,primavera,24
poliestere,scuro,lunga,autunno,soleggiato,22.85,autunno,18
poliestere,scuro,lunga,estate,soleggiato,35.15,estate,10
cotone,colorato,lunga,estate,pioggia,16.15,estate,29
poliestere,colorato,lunga,primavera_estate,pioggia,6.95,inverno,24
poliestere,colorato,lunga,primavera_estate,pioggia,21.45,autunno,18
poliestere,scuro,lunga,autunno,soleggiato,31.700000000000003,estate,6
poliestere,colorato,lunga,estate,soleggiato,30.6,estate,15
poliestere,colorato,lunga,estate,pioggia,28.4,estate,18
poliestere,scuro,lunga,autunno,soleggiato,28.55,estate,9
cotone,chiaro,corta,estate,soleggiato,14.35,primavera,19
poliestere,colorato,lunga,primavera_estate,soleggiato,9.9,inverno,24
poliestere,chiaro,corta,estate,soleggiato,0.0,inverno,13
poliestere,colorato,lunga,autunno,soleggiato,15.15,autunno,27
poliestere,scuro,lunga,autunno,soleggiato,24.9,estate,14
poliestere,colorato,corta,estate,soleggiato,26.25,estate,24
cotone,chiaro,corta,estate,nuvoloso,6.1,inverno,13
raso,colorato,corta,estate,soleggiato,10.75,primavera,13
cotone,colorato,lunga,autunno,pioggia,22.25,estate,22
poliestere,colorato,lunga,autunno,pioggia,15.05,autunno,27
poliestere,colorato,lunga,estate,soleggiato,2.25,primavera,27
poliestere,scuro,lunga,autunno,pioggia,16.4,autunno,27
poliestere,colorato,lunga,estate,pioggia,19.0,autunno,21
cotone,scuro,lunga,estate,soleggiato,34.45,estate,15
poliestere,chiaro,corta,primavera_estate,soleggiato,10.9,primavera,19
poliestere,colorato,corta,estate,pioggia,1.45,autunno,13
poliestere,chiaro,lunga,autunno,pioggia,26.95,estate,14
poliestere,scuro,corta,estate,soleggiato,10.2,autunno,14
cotone,colorato,corta,estate,pioggia,22.35,estate,26
poliestere,scuro,lunga,all,pioggia,14.35,autunno,25
cotone,chiaro,corta,primavera_estate,pioggia,22.85,estate,25
poliestere,colorato,lunga,primavera_estate,soleggiato,19.9,autunno,22
poliestere,scuro,lunga,autunno,nuvoloso,11.7,inverno,26
poliestere,scuro,corta,estate,pioggia,10.7,primavera,18
cotone,scuro,lunga,autunno,soleggiato,25.0,autunno,18
poliestere,scuro,lunga,estate,pioggia,25.75,estate,18
cotone,scuro,lunga,autunno,soleggiato,18.3,autunno,29
cotone,scuro,corta,estate,pioggia,32.05,estate,30
poliestere,scuro,corta,estate,soleggiato,26.1,estate,19
poliestere,scuro,corta,estate,soleggiato,17.85,autunno,15
poliestere,colorato,lunga,autunno,pioggia,26.35,autunno,18
cotone,scuro,corta,estate,soleggiato,5.5,primavera,17
poliestere,scuro,corta,estate,soleggiato,5.050000000000001,primavera,17
cotone,scuro,lunga,primavera_estate,pioggia,24.2,estate,25
poliestere,scuro,lunga,autunno,pioggia,17.15,primavera,23
poliestere,scuro,corta,estate,pioggia,3.3000000000000003,inverno,13
poliestere,scuro,lunga,autunno,pioggia,18.1,autunno,27
poliestere,scuro,lunga,primavera_estate,nuvoloso,18.35,autunno,22
cotone,scuro,corta,estate,pioggia,21.15,primavera,24
poliestere,colorato,lunga,autunno,soleggiato,17.25,autunno,27
poliestere,colorato,lunga,estate,pioggia,17.0,estate,27
poliestere,colorato,lunga,estate,soleggiato,2.05,primavera,27
poliestere,scuro,corta,primavera_estate,pioggia,25.55,estate,23
poliestere,scuro,lunga,primavera_estate,pioggia,0.75,inverno,24
velluto,scuro,lunga,autunno_inverno,nuvoloso,20.0,primavera,15
poliestere,colorato,lunga,estate,pioggia,1.9,primavera,27
poliestere,scuro,lunga,primavera_estate,soleggiato,22.4,primavera,17
poliestere,scuro,corta,estate,soleggiato,26.15,estate,19
poliestere,scuro,corta,estate,neve,0.5,primavera,17
poliestere,scuro,lunga,autunno,pioggia,29.25,autunno,18
cotone,chiaro,lunga,autunno,pioggia,14.65,estate,25
cotone,scuro,corta,estate,pioggia,23.65,estate,26
poliestere,chiaro,lunga,autunno,soleggiato,32.9,estate,16
cotone,colorato,lunga,estate,soleggiato,10.9,primavera,27
poliestere,colorato,lunga,estate,pioggia,20.700000000000003,autunno,17
cotone,scuro,corta,estate,pioggia,5.9,primavera,17
poliestere,colorato,corta,estate,soleggiato,3.9,primavera,17
poliestere,scuro,lunga,autunno,soleggiato,30.0,estate,6
cotone,colorato,corta,estate,nuvoloso,1.2,inverno,13
raso,chiaro,lunga,all,pioggia,14.45,autunno,20
poliestere,scuro,lunga,estate,soleggiato,8.45,inverno,23
poliestere,scuro,lunga,autunno,soleggiato,20.7,primavera,14
poliestere,colorato,lunga,primavera_estate,pioggia,15.15,primavera,26
cotone,scuro,corta,estate,nuvoloso,28.15,estate,29
cotone,chiaro,lunga,estate,pioggia,21.8,primavera,24
poliestere,colorato,lunga,autunno,pioggia,8.4,autunno,29
poliestere,chiaro,corta,estate,pioggia,14.55,primavera,18
raso,chiaro,lunga,autunno,pioggia,16.65,estate,19
cotone,colorato,lunga,primavera_estate,pioggia,13.2,autunno,24
poliestere,colorato,corta,estate,pioggia,26.15,autunno,18
poliestere,chiaro,lunga,estate,pioggia,0.25,inverno,23
cotone,colorato,corta,estate,pioggia,5.0,inverno,13
cotone,scuro,lunga,primavera_estate,soleggiato,17.95,autunno,24
poliestere,colorato,corta,estate,pioggia,31.7,estate,25
poliestere,colorato,lunga,autunno,soleggiato,28.55,estate,14
cotone,scuro,lunga,autunno,soleggiato,18.9,autunno,29
cotone,chiaro,lunga,estate,pioggia,20.05,autunno,20
poliestere,chiaro,lunga,primavera_estate,pioggia,5.8,primavera,28
poliestere,scuro,corta,estate,soleggiato,-6.8500000000000005,inverno,13
cotone,colorato,lunga,estate,pioggia,13.25,primavera,27
poliestere,scuro,corta,estate,neve,1.7499999999999998,inverno,13
poliestere,chiaro,lunga,estate,soleggiato,20.55,autunno,22
poliestere,scuro,lunga,primavera_estate,pioggia,9.6,primavera,28
cotone,colorato,lunga,primavera,pioggia,17.3,estate,27
poliestere,colorato,lunga,estate,soleggiato,27.3,estate,18
poliestere,colorato,lunga,estate,pioggia,6.300000000000001,primavera,27
poliestere,colorato,lunga,primavera_estate,soleggiato,30.35,estate,14
poliestere,scuro,lunga,primavera_estate,pioggia,22.9,estate,22
poliestere,colorato,corta,estate,neve,6.449999999999999,autunno,13
poliestere,colorato,corta,estate,pioggia,8.9,primavera,17
poliestere,scuro,lunga,autunno,nuvoloso,-1.0,inverno,27
poliestere,scuro,lunga,autunno,pioggia,17.8,primavera,23
cotone,chiaro,lunga,estate,pioggia,24.2,estate,26
poliestere,colorato,lunga,primavera_estate,nuvoloso,11.75,primavera,27
poliestere,scuro,lunga,estate,soleggiato,31.65,estate,10
poliestere,scuro,lunga,autunno,pioggia,27.7,estate,14
poliestere,scuro,lunga,autunno,soleggiato,5.45,inverno,27
cotone,colorato,lunga,primavera_estate,nuvoloso,5.6,inverno,24
poliestere,scuro,lunga,primavera_estate,nuvoloso,19.35,autunno,22
poliestere,chiaro,corta,primavera_estate,soleggiato,5.9,primavera,18
poliestere,scuro,lunga,autunno,nuvoloso,0.7499999999999998,inverno,27
seta,scuro,lunga,autunno,pioggia,26.450000000000003,estate,17
raso,chiaro,lunga,estate,nuvoloso,14.0,autunno,17
poliestere,colorato,corta,estate,nuvoloso,4.25,inverno,13
poliestere,scuro,lunga,autunno,pioggia,16.1,estate,23
poliestere,colorato,lunga,estate,nuvoloso,14.6,autunno,22
cotone,scuro,corta,estate,pioggia,20.8,autunno,20
cotone,chiaro,corta,estate,soleggiato,-1.4500000000000002,primavera,17
cotone,chiaro,corta,estate,pioggia,4.5,primavera,17
raso,chiaro,lunga,estate,nuvoloso,6.800000000000001,inverno,17
poliestere,scuro,corta,estate,pioggia,26.9,estate,24
cotone,chiaro,lunga,primavera_estate,nuvoloso,14.65,autunno,24
poliestere,colorato,corta,estate,pioggia,24.5,autunno,17
poliestere,colorato,corta,estate,soleggiato,10.2,primavera,18
poliestere,scuro,lunga,estate,soleggiato,18.75,autunno,21
velluto,scuro,lunga,autunno_inverno,pioggia,28.5,estate,11
poliestere,colorato,lunga,primavera_estate,soleggiato,27.0,estate,17
cotone,colorato,corta,estate,soleggiato,8.8,inverno,13
poliestere,colorato,corta,estate,pioggia,11.85,autunno,14
poliestere,scuro,lunga,estate,pioggia,11.4,primavera,26
cotone,chiaro,lunga,estate,soleggiato,13.3,estate,29
poliestere,chiaro,lunga,primavera_estate,pioggia,14.05,primavera,27
poliestere,colorato,lunga,estate,pioggia,28.4,estate,18
poliestere,scuro,lunga,estate,pioggia,29.65,estate,18
poliestere,scuro,corta,estate,soleggiato,8.05,primavera,17
poliestere,scuro,lunga,estate,pioggia,17.6,primavera,25
cotone,colorato,lunga,estate,pioggia,17.7,estate,29
poliestere,colorato,corta,estate,soleggiato,14.85,autunno,14
poliestere,colorato,lunga,estate,pioggia,24.1,estate,23
poliestere,colorato,lunga,primavera,soleggiato,33.85,estate,13
cotone,chiaro,lunga,autunno,pioggia,25.2,estate,19
cotone,chiaro,lunga,estate,soleggiato,8.7,inverno,23
poliestere,colorato,lunga,autunno,pioggia,24.3,autunno,23
cotone,scuro,corta,estate,pioggia,14.1,autunno,15
poliestere,colorato,corta,estate,soleggiato,7.95,primavera,17
poliestere,chiaro,lunga,primavera,pioggia,12.55,estate,26
poliestere,scuro,lunga,primavera_estate,soleggiato,16.95,autunno,22
cotone,chiaro,lunga,primavera_estate,soleggiato,2.35,primavera,28
poliestere,colorato,lunga,autunno,soleggiato,12.9,primavera,24
poliestere,chiaro,lunga,estate,pioggia,29.55,estate,18
poliestere,chiaro,corta,estate,nuvoloso,13.15,inverno,14
poliestere,colorato,lunga,autunno,nuvoloso,26.75,estate,14
cotone,chiaro,corta,estate,pioggia,26.0,estate,29
poliestere,chiaro,lunga,autunno,pioggia,35.3,estate,11
poliestere,colorato,lunga,autunno,pioggia,11.35,inverno,26
poliestere,scuro,lunga,estate,soleggiato,2.0500000000000003,inverno,23
poliestere,chiaro,corta,estate,soleggiato,5.75,inverno,13
poliestere,colorato,lunga,autunno,pioggia,5.65,autunno,29
poliestere,chiaro,lunga,autunno,soleggiato,17.35,autunno,27
raso,scuro,lunga,all,soleggiato,27.05,autunno,12
poliestere,chiaro,corta,estate,soleggiato,23.15,autunno,22
poliestere,chiaro,lunga,autunno,pioggia,32.55,estate,11
cotone,chiaro,corta,estate,soleggiato,9.95,inverno,13
raso,colorato,lunga,estate,soleggiato,33.35,estate,19
poliestere,scuro,lunga,autunno,pioggia,28.450000000000003,estate,14
cotone,scuro,corta,estate,soleggiato,28.5,autunno,18
poliestere,colorato,corta,estate,soleggiato,6.55,autunno,13
poliestere,scuro,lunga,autunno,soleggiato,25.0,estate,9
poliestere,chiaro,corta,estate,soleggiato,27.3,estate,29
cotone,chiaro,corta,estate,pioggia,9.0,primavera,17
poliestere,colorato,corta,primavera_estate,pioggia,27.1,estate,23
cotone,colorato,lunga,autunno,pioggia,29.0,estate,19
poliestere,colorato,corta,estate,pioggia,24.9,estate,23
cotone,scuro,corta,estate,soleggiato,30.65,estate,25
cotone,colorato,corta,estate,soleggiato,25.35,estate,29
poliestere,scuro,lunga,autunno,pioggia,10.75,primavera,24
poliestere,colorato,lunga,estate,pioggia,22.95,autunno,17
poliestere,colorato,lunga,primavera_estate,pioggia,14.5,autunno,23
cotone,colorato,lunga,autunno,pioggia,27.9,estate,19
cotone,chiaro,lunga,estate,pioggia,24.35,estate,26
poliestere,chiaro,lunga,autunno,soleggiato,9.45,primavera,25
cotone,colorato,corta,estate,soleggiato,19.05,autunno,17
poliestere,chiaro,lunga,autunno,pioggia,7.55,primavera,25
poliestere,chiaro,corta,estate,soleggiato,24.9,estate,28
poliestere,colorato,lunga,estate,pioggia,6.0,primavera,27
cotone,scuro,lunga,estate,soleggiato,6.9,primavera,27
