Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione
scarpe aperte,n,n,colorato,primavera_estate,soleggiato,30,estate
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,24,estate
scarpa da ginnastica,y,y,Chiaro,inverno,soleggiato,14,primavera
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,13,inverno
scarpa da ginnastica,y,n,scuro,estate,pioggia,13,autunno
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,32,estate
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,19,autunno
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,25,estate
anfibi,n,y,Chiaro,autunno,soleggiato,9,inverno
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,22,autunno
scarpa classica,n,y,Chiaro,inverno,soleggiato,27,estate
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,24,autunno
scarpa da ginnastica,y,n,colorato,inverno,pioggia,13,inverno
scarpa da ginnastica,n,y,colorato,primavera_estate,soleggiato,33,estate
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,23,estate
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,29,autunno
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,24,estate
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,2,inverno
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,29,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,14,inverno
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,30,estate
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,15,primavera
scarpa da ginnastica,y,y,colorato,estate,nuvoloso,23,estate
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,34,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,31,estate
scarpe con tacchi,n,n,colorato,primavera_estate,nuvoloso,16,inverno
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,30,estate
scarpe con tacchi,n,n,colorato,inverno,nuvoloso,15,autunno
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,22,autunno
stivaletto alla caviglia,n,n,scuro,autunno,neve,0,inverno
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,31,estate
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,3,autunno
anfibi,y,y,colorato,autunno_inverno,soleggiato,9,autunno
scarpa classica,n,y,scuro,inverno,pioggia,6,primavera
scarpa classica,n,n,colorato,autunno_inverno,pioggia,2,inverno
scarpa da ginnastica,n,n,scuro,estate,pioggia,1,inverno
scarpa da ginnastica,y,y,scuro,inverno,neve,4,inverno
scarpe con tacchi,y,n,Chiaro,autunno_inverno,neve,1,primavera
scarpa classica,y,y,colorato,all,soleggiato,15,primavera
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,10,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno,neve,6,autunno
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,10,primavera
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,30,estate
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,19,autunno
scarpa da ginnastica,n,y,Chiaro,estate,pioggia,16,autunno
scarpa da ginnastica,n,y,colorato,inverno,soleggiato,29,estate
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,14,estate
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,9,inverno
scarpe aperte,n,n,colorato,primavera_estate,pioggia,4,primavera
scarpa da ginnastica,y,y,colorato,all,soleggiato,14,primavera
scarpa da ginnastica,y,y,scuro,autunno_inverno,nuvoloso,28,estate
scarpe aperte,y,n,scuro,primavera_estate,pioggia,17,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,27,estate
anfibi,y,y,scuro,inverno,soleggiato,13,autunno
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,24,estate
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,24,autunno
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,7,primavera
anfibi,n,n,colorato,inverno,soleggiato,18,autunno
anfibi,n,n,colorato,autunno_inverno,pioggia,9,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,11,primavera
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,nuvoloso,11,inverno
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,1,inverno
scarpa classica,n,y,Chiaro,primavera_estate,pioggia,24,autunno
scarpa da ginnastica,n,n,scuro,estate,soleggiato,-7,inverno
scarpa da ginnastica,n,y,colorato,inverno,pioggia,12,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,6,inverno
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,21,estate
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,6,inverno
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,27,estate
scarpe con tacchi,n,n,colorato,estate,pioggia,30,autunno
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,18,autunno
scarpa classica,y,y,colorato,all,neve,-7,primavera
scarpe aperte,y,n,colorato,primavera_estate,pioggia,18,estate
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,6,inverno
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,15,estate
scarpa classica,n,y,scuro,all,pioggia,22,estate
scarpe aperte,n,n,scuro,primavera_estate,pioggia,12,inverno
stivaletto alla caviglia,y,y,scuro,autunno,nuvoloso,15,primavera
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,17,autunno
scarpa da ginnastica,n,n,colorato,estate,pioggia,5,inverno
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,13,autunno
anfibi,n,y,scuro,autunno,nuvoloso,3,inverno
scarpa classica,n,y,Chiaro,all,pioggia,12,autunno
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,15,autunno
scarpe aperte,n,n,scuro,estate,pioggia,18,estate
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,16,primavera
scarpe aperte,n,n,colorato,primavera,soleggiato,27,estate
scarpe aperte,n,n,Chiaro,primavera,nuvoloso,27,estate
scarpe aperte,n,n,colorato,primavera,pioggia,10,autunno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,12,autunno
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,4,primavera
scarpa da ginnastica,n,y,Chiaro,primavera_estate,soleggiato,4,inverno
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,1,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,16,autunno
scarpa da ginnastica,n,y,colorato,all,soleggiato,29,estate
scarpa da ginnastica,n,y,Chiaro,primavera_estate,nuvoloso,8,inverno
scarpa classica,y,y,Chiaro,autunno_inverno,nuvoloso,6,inverno
scarpa classica,n,y,scuro,all,pioggia,10,autunno
scarpa classica,y,y,scuro,autunno_inverno,pioggia,6,primavera
scarpa classica,y,y,scuro,inverno,neve,4,inverno
scarpa classica,n,y,scuro,all,pioggia,8,inverno
stivaletto alla caviglia,y,n,scuro,autunno,nuvoloso,6,primavera
scarpa classica,n,n,colorato,autunno_inverno,pioggia,4,inverno
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,6,primavera
scarpe aperte,n,n,scuro,estate,pioggia,29,estate
scarpe aperte,n,n,scuro,primavera,pioggia,28,estate
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,23,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,9,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,7,inverno
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,27,estate
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,26,autunno
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,8,primavera
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,14,autunno
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,20,primavera
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,27,estate
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,4,inverno
scarpe con tacchi,y,n,Chiaro,estate,soleggiato,30,estate
scarpe aperte,n,n,colorato,primavera,nuvoloso,27,estate
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,20,autunno
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,16,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,21,autunno
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,7,primavera
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,4,inverno
scarpa da ginnastica,n,y,colorato,estate,nuvoloso,8,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,19,autunno
scarpe con tacchi,n,n,Chiaro,estate,pioggia,3,primavera
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,12,inverno
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,soleggiato,11,autunno
scarpa da ginnastica,y,y,scuro,estate,nuvoloso,4,inverno
scarpe con tacchi,n,n,Chiaro,autunno_inverno,neve,10,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,16,autunno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,27,estate
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,12,primavera
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,32,estate
scarpa da ginnastica,n,n,scuro,inverno,pioggia,27,estate
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,31,estate
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,21,estate
scarpa classica,n,y,scuro,inverno,nuvoloso,6,inverno
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,12,primavera
scarpe aperte,y,n,scuro,primavera,soleggiato,27,estate
scarpa classica,n,y,Chiaro,all,pioggia,14,inverno
scarpa classica,n,y,scuro,inverno,soleggiato,15,primavera
scarpa classica,n,y,scuro,primavera_estate,soleggiato,6,inverno
scarpa classica,n,y,scuro,inverno,soleggiato,25,estate
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,24,autunno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,7,autunno
scarpe con tacchi,n,n,colorato,inverno,soleggiato,5,primavera
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,9,autunno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,1,primavera
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,11,primavera
scarpe aperte,n,n,Chiaro,primavera,pioggia,15,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,9,primavera
scarpa classica,n,y,Chiaro,inverno,nuvoloso,16,primavera
scarpa classica,n,y,Chiaro,primavera_estate,nuvoloso,27,primavera
scarpe aperte,n,n,scuro,estate,pioggia,6,primavera
scarpe aperte,n,n,colorato,primavera,pioggia,9,autunno
scarpe aperte,n,n,Chiaro,estate,pioggia,3,inverno
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,20,autunno
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,2,inverno
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,-5,inverno
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,9,inverno
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,-10,inverno
scarpa da ginnastica,y,n,colorato,all,soleggiato,28,estate
scarpa da ginnastica,y,n,colorato,estate,pioggia,16,autunno
scarpa classica,n,n,Chiaro,all,soleggiato,25,estate
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,25,estate
scarpa da ginnastica,y,y,scuro,all,pioggia,18,estate
scarpa classica,y,n,colorato,primavera_estate,soleggiato,28,estate
scarpe aperte,n,n,Chiaro,primavera_estate,pioggia,24,autunno
scarpa da ginnastica,n,y,scuro,all,soleggiato,31,estate
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,28,estate
scarpa classica,y,y,colorato,all,soleggiato,36,estate
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,26,estate
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,10,primavera
scarpe con tacchi,n,n,colorato,inverno,soleggiato,2,primavera
scarpa da ginnastica,n,y,Chiaro,primavera_estate,neve,-2,inverno
scarpa da ginnastica,n,y,Chiaro,inverno,nuvoloso,1,inverno
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,neve,1,inverno
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,6,autunno
scarpe aperte,n,n,scuro,primavera_estate,neve,4,primavera
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,30,estate
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,8,inverno
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,8,primavera
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,17,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,9,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,21,primavera
scarpa da ginnastica,y,n,scuro,all,pioggia,5,autunno
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,11,autunno
scarpa da ginnastica,y,y,scuro,estate,nuvoloso,3,inverno
scarpa classica,n,y,scuro,all,nuvoloso,19,primavera
scarpa classica,n,y,scuro,all,soleggiato,28,estate
scarpa classica,y,y,colorato,all,soleggiato,18,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,3,inverno
anfibi,y,y,colorato,inverno,soleggiato,31,estate
scarpa classica,n,y,scuro,inverno,pioggia,12,primavera
scarpa classica,y,y,Chiaro,inverno,soleggiato,25,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,13,primavera
scarpe aperte,y,n,scuro,estate,soleggiato,29,estate
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,17,inverno
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,3,primavera
scarpe aperte,n,n,Chiaro,estate,soleggiato,0,inverno
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,15,primavera
scarpe aperte,y,n,colorato,primavera,neve,0,inverno
scarpe aperte,y,n,colorato,primavera,pioggia,24,autunno
scarpe aperte,y,n,colorato,primavera_estate,pioggia,27,primavera
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,20,autunno
anfibi,n,y,Chiaro,inverno,pioggia,12,primavera
anfibi,n,n,scuro,autunno_inverno,soleggiato,18,autunno
anfibi,n,n,scuro,autunno,soleggiato,27,autunno
scarpe aperte,n,n,Chiaro,primavera,neve,-6,inverno
scarpe aperte,n,n,scuro,primavera,pioggia,27,estate
scarpa da ginnastica,n,y,Chiaro,inverno,nuvoloso,5,autunno
scarpa da ginnastica,y,y,scuro,autunno_inverno,nuvoloso,5,inverno
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,31,estate
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,32,estate
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,nuvoloso,6,inverno
scarpa da ginnastica,n,y,Chiaro,primavera_estate,nuvoloso,4,primavera
scarpe aperte,y,n,Chiaro,primavera,soleggiato,29,estate
scarpe aperte,y,n,colorato,primavera_estate,soleggiato,3,inverno
scarpe aperte,y,n,Chiaro,primavera_estate,pioggia,7,inverno
scarpa da ginnastica,n,y,scuro,all,pioggia,28,estate
scarpe aperte,n,n,scuro,primavera,soleggiato,27,estate
scarpe con tacchi,n,n,Chiaro,autunno_inverno,pioggia,23,estate
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,17,autunno
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,2,inverno
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,19,autunno
scarpa classica,n,n,Chiaro,primavera_estate,soleggiato,25,estate
scarpa classica,n,y,colorato,inverno,soleggiato,8,inverno
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,8,primavera
scarpa da ginnastica,y,y,Chiaro,all,nuvoloso,11,primavera
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,21,autunno
scarpe con tacchi,n,n,colorato,inverno,soleggiato,5,inverno
anfibi,n,y,scuro,autunno,pioggia,8,inverno
scarpa classica,y,y,scuro,autunno_inverno,pioggia,14,autunno
scarpa classica,y,y,colorato,autunno_inverno,soleggiato,9,primavera
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,31,estate
scarpa classica,n,y,Chiaro,inverno,soleggiato,4,inverno
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,9,primavera
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,6,primavera
scarpa da ginnastica,n,y,scuro,estate,soleggiato,10,primavera
scarpa da ginnastica,n,y,colorato,estate,nuvoloso,9,autunno
scarpa da ginnastica,y,n,scuro,inverno,pioggia,6,inverno
scarpa da ginnastica,y,y,colorato,estate,pioggia,14,autunno
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,2,inverno
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,29,estate
scarpa da ginnastica,n,n,colorato,estate,nuvoloso,7,inverno
scarpa classica,n,y,colorato,all,pioggia,19,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,28,autunno
stivaletto alla caviglia,n,y,colorato,inverno,neve,0,primavera
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,28,estate
scarpa da ginnastica,n,y,scuro,all,pioggia,8,primavera
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,28,estate
scarpa classica,n,y,Chiaro,autunno_inverno,pioggia,13,autunno
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,13,autunno
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,10,primavera
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,3,primavera
scarpe aperte,n,n,colorato,primavera_estate,nuvoloso,19,autunno
scarpa da ginnastica,y,n,scuro,all,pioggia,3,inverno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,35,estate
scarpe con tacchi,y,n,Chiaro,primavera_estate,soleggiato,3,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,8,primavera
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,7,primavera
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,29,estate
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,8,primavera
stivaletto alla caviglia,y,y,scuro,inverno,nuvoloso,12,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,-3,inverno
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,3,autunno
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,1,autunno
scarpe aperte,y,n,colorato,primavera_estate,pioggia,28,estate
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,32,estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno,nuvoloso,6,inverno
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,20,autunno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,2,inverno
anfibi,n,y,scuro,autunno_inverno,soleggiato,28,estate
scarpa classica,n,y,Chiaro,all,pioggia,23,estate
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,20,primavera
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,5,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,26,estate
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,10,primavera
anfibi,y,y,scuro,autunno,pioggia,8,primavera
scarpa classica,y,y,scuro,all,pioggia,24,estate
scarpa classica,y,y,scuro,all,pioggia,9,inverno
scarpa da ginnastica,n,y,scuro,all,soleggiato,1,inverno
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,15,inverno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,15,primavera
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,0,inverno
scarpe aperte,y,n,scuro,primavera,soleggiato,0,inverno
scarpe aperte,y,n,colorato,estate,pioggia,8,inverno
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,8,autunno
scarpa classica,n,n,scuro,autunno_inverno,nuvoloso,3,inverno
scarpe aperte,n,n,colorato,estate,nuvoloso,0,inverno
scarpe aperte,y,n,scuro,primavera,soleggiato,16,autunno
scarpa classica,y,n,colorato,inverno,soleggiato,11,autunno
scarpe con tacchi,n,n,Chiaro,inverno,pioggia,-1,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,34,estate
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,16,primavera
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,26,estate
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,7,primavera
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,23,estate
scarpa classica,n,y,scuro,autunno_inverno,pioggia,7,inverno
scarpe con tacchi,n,n,scuro,primavera_estate,pioggia,28,primavera
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,12,autunno
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,20,autunno
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,25,estate
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,29,estate
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,34,autunno
scarpa classica,y,y,scuro,inverno,pioggia,2,inverno
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,14,primavera
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,soleggiato,4,primavera
scarpe con tacchi,n,n,Chiaro,estate,soleggiato,29,estate
scarpe aperte,n,n,Chiaro,primavera,pioggia,8,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,20,primavera
scarpe con tacchi,n,n,scuro,primavera_estate,pioggia,9,autunno
scarpa classica,y,y,colorato,autunno_inverno,pioggia,24,autunno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,neve,8,primavera
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,21,estate
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,15,autunno
scarpe con tacchi,n,n,Chiaro,primavera_estate,pioggia,20,autunno
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,34,estate
scarpa classica,n,y,colorato,inverno,nuvoloso,5,primavera
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,-6,inverno
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,34,estate
scarpa classica,y,y,scuro,all,soleggiato,13,primavera
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,13,autunno
stivaletto alla caviglia,y,y,colorato,autunno,nuvoloso,18,autunno
scarpa classica,y,y,Chiaro,all,pioggia,2,autunno
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,18,autunno
