time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
2022-06-28,soleggiato,32,estate,giugno
2022-02-17,nuvoloso,6,inverno,febbraio
2022-03-11,nuvoloso,4,primavera,marzo
2022-06-26,soleggiato,29,estate,giugno
2022-02-08,soleggiato,3,inverno,febbraio
2022-12-04,pioggia,7,inverno,dicembre
2022-06-30,pioggia,28,estate,giugno
2022-06-21,soleggiato,27,estate,giugno
2022-08-18,pioggia,23,estate,agosto
2022-10-31,soleggiato,17,autunno,ottobre
2022-12-17,pioggia,2,inverno,dicembre
2022-10-19,soleggiato,19,autunno,ottobre
2022-08-23,soleggiato,25,estate,agosto
2022-02-04,soleggiato,8,inverno,febbraio
2022-04-10,pioggia,8,primavera,aprile
2022-04-19,nuvoloso,11,primavera,aprile
2022-10-07,soleggiato,21,autunno,ottobre
2022-01-27,soleggiato,5,inverno,gennaio
2022-02-16,pioggia,8,inverno,febbraio
2022-11-14,pioggia,14,autunno,novembre
2022-04-06,soleggiato,9,primavera,aprile
2022-07-01,pioggia,31,estate,luglio
2022-03-29,pioggia,8,primavera,marzo
2022-02-03,soleggiato,4,inverno,febbraio
2022-03-18,pioggia,9,primavera,marzo
2022-03-03,pioggia,6,primavera,marzo
2022-04-12,soleggiato,10,primavera,aprile
2022-10-02,nuvoloso,9,autunno,ottobre
2022-02-25,pioggia,6,inverno,febbraio
2022-10-10,pioggia,14,autunno,ottobre
2022-01-30,soleggiato,2,inverno,gennaio
2022-07-30,soleggiato,29,estate,luglio
2022-02-19,nuvoloso,7,inverno,febbraio
2022-10-26,pioggia,19,autunno,ottobre
2022-09-05,pioggia,28,autunno,settembre
2022-04-02,neve,0,primavera,aprile
2022-07-13,pioggia,28,estate,luglio
2022-04-04,pioggia,8,primavera,aprile
2022-06-15,nuvoloso,28,estate,giugno
2022-11-10,pioggia,13,autunno,novembre
2022-09-09,pioggia,22,autunno,settembre
2022-10-13,pioggia,13,autunno,ottobre
2022-04-07,pioggia,10,primavera,aprile
2022-07-20,soleggiato,34,estate,luglio
2022-03-09,soleggiato,3,primavera,marzo
2022-10-05,nuvoloso,19,autunno,ottobre
2022-01-07,pioggia,3,inverno,gennaio
2022-07-28,soleggiato,35,estate,luglio
2022-02-12,soleggiato,3,inverno,febbraio
2022-04-11,soleggiato,8,primavera,aprile
2022-03-14,soleggiato,7,primavera,marzo
2022-08-02,pioggia,29,estate,agosto
2022-04-01,pioggia,8,primavera,aprile
2022-04-07,nuvoloso,12,primavera,aprile
2022-01-01,soleggiato,-3,inverno,gennaio
2022-11-26,pioggia,3,autunno,novembre
2022-11-06,soleggiato,1,autunno,novembre
2022-06-13,pioggia,28,estate,giugno
2022-08-04,soleggiato,32,estate,agosto
2022-02-04,nuvoloso,6,inverno,febbraio
2022-10-17,soleggiato,20,autunno,ottobre
2022-01-23,soleggiato,2,inverno,gennaio
2022-07-13,soleggiato,28,estate,luglio
2022-08-10,pioggia,23,estate,agosto
2022-05-18,pioggia,20,primavera,maggio
2022-12-11,pioggia,5,inverno,dicembre
2022-07-26,pioggia,26,estate,luglio
2022-05-08,pioggia,10,primavera,maggio
2022-04-20,pioggia,8,primavera,aprile
2022-06-16,pioggia,24,estate,giugno
2022-01-04,pioggia,9,inverno,gennaio
2022-01-22,soleggiato,1,inverno,gennaio
2022-12-09,pioggia,15,inverno,dicembre
2022-04-29,soleggiato,15,primavera,aprile
2022-01-07,soleggiato,0,inverno,gennaio
2022-01-24,soleggiato,0,inverno,gennaio
2022-01-11,pioggia,8,inverno,gennaio
2022-10-10,pioggia,8,autunno,ottobre
2022-02-10,nuvoloso,3,inverno,febbraio
2022-01-10,nuvoloso,0,inverno,gennaio
2022-11-11,soleggiato,16,autunno,novembre
2022-10-06,soleggiato,11,autunno,ottobre
2022-01-09,pioggia,-1,inverno,gennaio
2022-07-26,soleggiato,34,estate,luglio
2022-04-16,soleggiato,16,primavera,aprile
2022-07-24,pioggia,26,estate,luglio
2022-03-23,soleggiato,7,primavera,marzo
2022-06-19,soleggiato,23,estate,giugno
2022-01-28,pioggia,7,inverno,gennaio
2022-05-27,pioggia,28,primavera,maggio
2022-09-28,pioggia,12,autunno,settembre
2022-10-02,pioggia,20,autunno,ottobre
2022-06-19,soleggiato,25,estate,giugno
2022-08-03,soleggiato,29,estate,agosto
2022-09-04,soleggiato,34,autunno,settembre
2022-02-28,pioggia,2,inverno,febbraio
2022-04-20,pioggia,14,primavera,aprile
2022-03-10,soleggiato,4,primavera,marzo
2022-07-24,soleggiato,29,estate,luglio
2022-02-21,pioggia,8,inverno,febbraio
2022-05-10,soleggiato,20,primavera,maggio
2022-11-14,pioggia,9,autunno,novembre
2022-09-05,pioggia,24,autunno,settembre
2022-04-09,neve,8,primavera,aprile
2022-07-20,pioggia,21,estate,luglio
2022-10-31,soleggiato,15,autunno,ottobre
2022-09-13,pioggia,20,autunno,settembre
2022-08-07,pioggia,34,estate,agosto
2022-03-03,nuvoloso,5,primavera,marzo
2022-01-23,soleggiato,-6,inverno,gennaio
2022-08-06,soleggiato,34,estate,agosto
2022-04-14,soleggiato,13,primavera,aprile
2022-11-10,pioggia,13,autunno,novembre
2022-10-19,nuvoloso,18,autunno,ottobre
2022-11-17,pioggia,2,autunno,novembre
2022-11-13,pioggia,8,autunno,novembre
2022-10-15,soleggiato,18,autunno,ottobre
2022-11-03,pioggia,15,autunno,novembre
2022-08-01,soleggiato,31,estate,agosto
2022-06-17,pioggia,30,estate,giugno
2022-05-23,nuvoloso,21,primavera,maggio
2022-01-27,pioggia,7,inverno,gennaio
2022-08-18,pioggia,26,estate,agosto
2022-10-21,pioggia,18,autunno,ottobre
2022-10-19,soleggiato,11,autunno,ottobre
2022-09-20,soleggiato,17,autunno,settembre
2022-04-13,soleggiato,8,primavera,aprile
2022-12-15,pioggia,2,inverno,dicembre
2022-11-10,pioggia,17,autunno,novembre
2022-03-21,neve,-2,primavera,marzo
2022-11-30,pioggia,8,autunno,novembre
2022-07-09,pioggia,16,estate,luglio
2022-01-14,soleggiato,-5,inverno,gennaio
2022-10-01,pioggia,16,autunno,ottobre
2022-10-10,pioggia,18,autunno,ottobre
2022-05-10,soleggiato,20,primavera,maggio
2022-03-20,soleggiato,5,primavera,marzo
2022-08-09,soleggiato,28,estate,agosto
2022-12-06,pioggia,12,inverno,dicembre
2022-03-03,nuvoloso,5,primavera,marzo
2022-02-10,soleggiato,8,inverno,febbraio
2022-02-14,pioggia,9,inverno,febbraio
2022-11-17,pioggia,13,autunno,novembre
2022-04-29,soleggiato,15,primavera,aprile
2022-08-30,soleggiato,32,estate,agosto
2022-03-21,pioggia,9,primavera,marzo
2022-01-06,soleggiato,-5,inverno,gennaio
2022-03-17,soleggiato,11,primavera,marzo
2022-06-01,pioggia,13,estate,giugno
2022-01-20,pioggia,8,inverno,gennaio
2022-12-08,pioggia,7,inverno,dicembre
2022-12-19,nuvoloso,4,inverno,dicembre
2022-12-16,neve,1,inverno,dicembre
2022-07-28,soleggiato,30,estate,luglio
2022-06-27,soleggiato,31,estate,giugno
2022-07-10,soleggiato,26,estate,luglio
2022-11-30,nuvoloso,1,autunno,novembre
2022-03-19,soleggiato,6,primavera,marzo
2022-12-19,nuvoloso,4,inverno,dicembre
2022-06-24,soleggiato,28,estate,giugno
2022-04-17,neve,13,primavera,aprile
2022-02-01,neve,-1,inverno,febbraio
2022-06-07,pioggia,24,estate,giugno
2022-11-23,soleggiato,7,autunno,novembre
2022-06-25,soleggiato,28,estate,giugno
2022-05-28,pioggia,26,primavera,maggio
2022-11-15,nuvoloso,9,autunno,novembre
2022-11-18,pioggia,1,autunno,novembre
2022-08-16,pioggia,27,estate,agosto
2022-11-11,soleggiato,13,autunno,novembre
2022-02-15,neve,0,inverno,febbraio
2022-02-06,neve,1,inverno,febbraio
2022-01-02,soleggiato,6,inverno,gennaio
2022-10-18,soleggiato,19,autunno,ottobre
2022-09-09,pioggia,29,autunno,settembre
2022-10-30,soleggiato,13,autunno,ottobre
2022-04-19,pioggia,10,primavera,aprile
2022-01-06,pioggia,3,inverno,gennaio
2022-07-12,pioggia,22,estate,luglio
2022-10-23,nuvoloso,20,autunno,ottobre
2022-10-25,soleggiato,23,autunno,ottobre
2022-12-10,pioggia,14,inverno,dicembre
2022-06-29,pioggia,24,estate,giugno
2022-08-04,soleggiato,32,estate,agosto
2022-11-08,soleggiato,14,autunno,novembre
2022-09-25,pioggia,18,autunno,settembre
2022-10-15,soleggiato,17,autunno,ottobre
2022-02-08,soleggiato,3,inverno,febbraio
2022-09-11,soleggiato,18,autunno,settembre
2022-07-16,soleggiato,32,estate,luglio
2022-04-02,pioggia,4,primavera,aprile
2022-12-06,nuvoloso,4,inverno,dicembre
2022-02-07,neve,2,inverno,febbraio
2022-04-21,pioggia,14,primavera,aprile
2022-05-02,pioggia,16,primavera,maggio
2022-04-04,pioggia,7,primavera,aprile
2022-07-10,soleggiato,25,estate,luglio
2022-12-17,pioggia,5,inverno,dicembre
2022-03-13,nuvoloso,1,primavera,marzo
2022-04-15,soleggiato,16,primavera,aprile
2022-04-23,pioggia,14,primavera,aprile
2022-05-31,soleggiato,23,primavera,maggio
2022-08-25,pioggia,18,estate,agosto
2022-06-06,nuvoloso,27,estate,giugno
2022-05-27,nuvoloso,28,primavera,maggio
2022-02-05,soleggiato,5,inverno,febbraio
2022-05-09,pioggia,13,primavera,maggio
2022-01-01,nuvoloso,2,inverno,gennaio
2022-01-30,soleggiato,0,inverno,gennaio
2022-02-14,pioggia,7,inverno,febbraio
2022-07-29,pioggia,30,estate,luglio
2022-01-25,soleggiato,2,inverno,gennaio
2022-10-05,soleggiato,18,autunno,ottobre
2022-04-18,soleggiato,10,primavera,aprile
2022-01-28,pioggia,6,inverno,gennaio
2022-01-03,nuvoloso,10,inverno,gennaio
2022-01-05,neve,2,inverno,gennaio
2022-03-19,pioggia,8,primavera,marzo
2022-06-19,pioggia,27,estate,giugno
2022-12-01,nuvoloso,4,inverno,dicembre
2022-06-23,pioggia,27,estate,giugno
2022-01-19,nuvoloso,2,inverno,gennaio
2022-02-14,nuvoloso,-1,inverno,febbraio
2022-12-10,pioggia,5,inverno,dicembre
2022-05-20,pioggia,15,primavera,maggio
2022-11-15,pioggia,7,autunno,novembre
2022-06-12,soleggiato,28,estate,giugno
2022-10-25,pioggia,14,autunno,ottobre
2022-09-03,pioggia,23,autunno,settembre
2022-02-20,pioggia,9,inverno,febbraio
2022-05-08,pioggia,19,primavera,maggio
2022-05-24,soleggiato,22,primavera,maggio
2022-10-06,soleggiato,18,autunno,ottobre
2022-10-23,pioggia,23,autunno,ottobre
2022-01-25,nuvoloso,0,inverno,gennaio
2022-06-30,pioggia,29,estate,giugno
2022-06-03,soleggiato,27,estate,giugno
2022-08-29,pioggia,27,estate,agosto
2022-11-09,pioggia,13,autunno,novembre
2022-11-08,soleggiato,6,autunno,novembre
2022-01-29,pioggia,4,inverno,gennaio
2022-03-19,soleggiato,3,primavera,marzo
2022-01-12,neve,-1,inverno,gennaio
2022-06-11,soleggiato,24,estate,giugno
2022-01-12,soleggiato,0,inverno,gennaio
2022-03-07,soleggiato,1,primavera,marzo
2022-04-11,soleggiato,8,primavera,aprile
2022-08-31,soleggiato,29,estate,agosto
2022-05-14,soleggiato,21,primavera,maggio
2022-03-10,soleggiato,4,primavera,marzo
2022-09-27,pioggia,19,autunno,settembre
2022-08-06,pioggia,33,estate,agosto
2022-04-07,soleggiato,11,primavera,aprile
2022-11-16,pioggia,16,autunno,novembre
2022-09-15,soleggiato,33,autunno,settembre
2022-12-23,pioggia,12,inverno,dicembre
2022-04-12,nuvoloso,7,primavera,aprile
2022-02-16,pioggia,7,inverno,febbraio
2022-03-18,pioggia,5,primavera,marzo
2022-07-17,pioggia,30,estate,luglio
2022-01-11,soleggiato,1,inverno,gennaio
2022-02-05,pioggia,9,inverno,febbraio
2022-06-01,nuvoloso,27,estate,giugno
2022-12-20,soleggiato,8,inverno,dicembre
2022-08-21,pioggia,28,estate,agosto
2022-07-20,nuvoloso,31,estate,luglio
2022-07-06,pioggia,32,estate,luglio
2022-08-30,soleggiato,30,estate,agosto
2022-07-13,nuvoloso,17,estate,luglio
2022-06-16,pioggia,17,estate,giugno
2022-06-22,soleggiato,26,estate,giugno
2022-02-07,soleggiato,4,inverno,febbraio
2022-11-16,pioggia,8,autunno,novembre
2022-03-21,soleggiato,-3,primavera,marzo
2022-08-08,pioggia,24,estate,agosto
2022-03-30,pioggia,9,primavera,marzo
2022-02-23,soleggiato,0,inverno,febbraio
2022-12-24,pioggia,8,inverno,dicembre
2022-01-15,soleggiato,8,inverno,gennaio
2022-05-11,pioggia,19,primavera,maggio
2022-03-05,soleggiato,1,primavera,marzo
2022-01-21,nuvoloso,1,inverno,gennaio
2022-03-04,pioggia,5,primavera,marzo
2022-02-04,nuvoloso,6,inverno,febbraio
2022-08-05,soleggiato,32,estate,agosto
2022-11-24,nuvoloso,4,autunno,novembre
2022-10-27,soleggiato,21,autunno,ottobre
2022-05-09,pioggia,16,primavera,maggio
2022-09-14,soleggiato,30,autunno,settembre
2022-03-02,soleggiato,1,primavera,marzo
2022-06-04,soleggiato,28,estate,giugno
2022-01-15,soleggiato,4,inverno,gennaio
2022-02-19,pioggia,7,inverno,febbraio
2022-01-26,soleggiato,1,inverno,gennaio
2022-05-15,pioggia,25,primavera,maggio
2022-05-25,pioggia,25,primavera,maggio
2022-09-29,pioggia,19,autunno,settembre
2022-08-13,soleggiato,20,estate,agosto
2022-11-08,soleggiato,15,autunno,novembre
2022-01-26,soleggiato,0,inverno,gennaio
2022-05-02,pioggia,15,primavera,maggio
2022-02-12,soleggiato,3,inverno,febbraio
2022-10-24,pioggia,12,autunno,ottobre
2022-07-12,soleggiato,31,estate,luglio
2022-03-22,soleggiato,5,primavera,marzo
2022-03-30,pioggia,9,primavera,marzo
2022-03-23,soleggiato,2,primavera,marzo
2022-01-28,nuvoloso,2,inverno,gennaio
2022-05-15,soleggiato,20,primavera,maggio
2022-03-16,soleggiato,5,primavera,marzo
2022-04-13,soleggiato,14,primavera,aprile
2022-02-13,soleggiato,1,inverno,febbraio
2022-05-04,pioggia,17,primavera,maggio
2022-03-17,nuvoloso,11,primavera,marzo
2022-02-19,pioggia,8,inverno,febbraio
2022-06-12,soleggiato,23,estate,giugno
2022-10-08,soleggiato,18,autunno,ottobre
2022-12-01,pioggia,5,inverno,dicembre
2022-01-25,nuvoloso,0,inverno,gennaio
2022-04-03,neve,-5,primavera,aprile
2022-04-12,soleggiato,14,primavera,aprile
2022-10-13,pioggia,19,autunno,ottobre
2022-11-26,pioggia,15,autunno,novembre
2022-02-20,nuvoloso,11,inverno,febbraio
2022-10-31,soleggiato,18,autunno,ottobre
2022-09-09,pioggia,19,autunno,settembre
2022-02-28,pioggia,2,inverno,febbraio
2022-04-25,pioggia,13,primavera,aprile
2022-01-14,soleggiato,5,inverno,gennaio
2022-08-06,pioggia,20,estate,agosto
2022-01-06,pioggia,3,inverno,gennaio
2022-03-05,soleggiato,2,primavera,marzo
2022-03-30,pioggia,10,primavera,marzo
2022-10-18,soleggiato,19,autunno,ottobre
2022-01-21,soleggiato,1,inverno,gennaio
2022-03-13,pioggia,9,primavera,marzo
2022-07-13,soleggiato,32,estate,luglio
2022-02-01,pioggia,4,inverno,febbraio
2022-05-29,pioggia,18,primavera,maggio
2022-08-12,pioggia,27,estate,agosto
2022-02-11,pioggia,8,inverno,febbraio
2022-10-26,soleggiato,20,autunno,ottobre
2022-05-24,pioggia,24,primavera,maggio
2022-09-06,pioggia,27,autunno,settembre
2022-07-15,soleggiato,26,estate,luglio
2022-03-03,soleggiato,6,primavera,marzo
2022-04-05,pioggia,10,primavera,aprile
2022-06-14,soleggiato,27,estate,giugno
2022-05-02,soleggiato,18,primavera,maggio
2022-04-10,pioggia,6,primavera,aprile
2022-11-04,pioggia,13,autunno,novembre
2022-01-18,soleggiato,-6,inverno,gennaio
2022-02-01,pioggia,5,inverno,febbraio
2022-05-10,pioggia,17,primavera,maggio
2022-05-20,nuvoloso,22,primavera,maggio
2022-09-26,nuvoloso,16,autunno,settembre
2022-07-09,soleggiato,22,estate,luglio
2022-10-17,soleggiato,15,autunno,ottobre
2022-03-01,soleggiato,0,primavera,marzo
2022-06-27,soleggiato,30,estate,giugno
2022-08-07,pioggia,32,estate,agosto
2022-06-22,pioggia,25,estate,giugno
2022-09-05,soleggiato,28,autunno,settembre
2022-04-01,neve,0,primavera,aprile
2022-03-25,soleggiato,6,primavera,marzo
2022-03-21,pioggia,5,primavera,marzo
2022-03-08,soleggiato,0,primavera,marzo
2022-12-20,pioggia,4,inverno,dicembre
2022-07-07,pioggia,35,estate,luglio
2022-10-08,nuvoloso,18,autunno,ottobre
2022-10-03,pioggia,20,autunno,ottobre
2022-05-27,pioggia,23,primavera,maggio
2022-07-24,soleggiato,34,estate,luglio
2022-10-25,pioggia,10,autunno,ottobre
2022-08-10,pioggia,29,estate,agosto
2022-02-02,soleggiato,1,inverno,febbraio
2022-05-10,soleggiato,17,primavera,maggio
2022-03-22,soleggiato,6,primavera,marzo
2022-02-04,nuvoloso,8,inverno,febbraio
2022-10-10,pioggia,19,autunno,ottobre
2022-10-13,soleggiato,18,autunno,ottobre
2022-02-22,soleggiato,8,inverno,febbraio
2022-12-12,pioggia,0,inverno,dicembre
2022-11-20,pioggia,8,autunno,novembre
2022-04-19,soleggiato,9,primavera,aprile
2022-08-22,soleggiato,26,estate,agosto
2022-03-02,nuvoloso,2,primavera,marzo
2022-11-30,pioggia,-7,autunno,novembre
2022-06-29,pioggia,18,estate,giugno
2022-06-07,pioggia,24,estate,giugno
2022-05-23,soleggiato,24,primavera,maggio
2022-08-20,soleggiato,27,estate,agosto
2022-09-15,pioggia,26,autunno,settembre
2022-02-08,soleggiato,6,inverno,febbraio
2022-01-14,soleggiato,3,inverno,gennaio
2022-04-03,pioggia,5,primavera,aprile
2022-07-21,soleggiato,30,estate,luglio
2022-07-03,soleggiato,33,estate,luglio
2022-05-05,pioggia,15,primavera,maggio
2022-08-11,soleggiato,27,estate,agosto
2022-02-08,soleggiato,3,inverno,febbraio
2022-12-21,nuvoloso,9,inverno,dicembre
2022-07-01,soleggiato,31,estate,luglio
2022-05-22,soleggiato,27,primavera,maggio
2022-03-06,neve,-3,primavera,marzo
2022-06-10,pioggia,15,estate,giugno
2022-02-24,soleggiato,3,inverno,febbraio
2022-07-29,pioggia,26,estate,luglio
2022-12-01,pioggia,4,inverno,dicembre
2022-01-28,nuvoloso,4,inverno,gennaio
2022-05-30,pioggia,17,primavera,maggio
2022-12-18,nuvoloso,1,inverno,dicembre
2022-06-17,pioggia,31,estate,giugno
2022-01-18,soleggiato,0,inverno,gennaio
2022-02-18,nuvoloso,6,inverno,febbraio
2022-01-17,soleggiato,3,inverno,gennaio
2022-05-07,pioggia,16,primavera,maggio
2022-01-16,soleggiato,8,inverno,gennaio
2022-05-20,soleggiato,18,primavera,maggio
2022-03-21,soleggiato,5,primavera,marzo
2022-08-29,pioggia,28,estate,agosto
2022-12-08,pioggia,13,inverno,dicembre
2022-11-08,soleggiato,10,autunno,novembre
2022-08-12,pioggia,24,estate,agosto
2022-07-07,pioggia,22,estate,luglio
2022-06-28,soleggiato,33,estate,giugno
2022-05-28,pioggia,24,primavera,maggio
2022-07-05,pioggia,19,estate,luglio
2022-12-24,pioggia,14,inverno,dicembre
2022-11-10,pioggia,16,autunno,novembre
2022-05-17,soleggiato,23,primavera,maggio
2022-07-09,soleggiato,25,estate,luglio
2022-05-07,pioggia,7,primavera,maggio
2022-06-14,pioggia,24,estate,giugno
2022-01-21,soleggiato,-1,inverno,gennaio
2022-10-07,soleggiato,15,autunno,ottobre
2022-08-08,pioggia,18,estate,agosto
2022-08-31,pioggia,22,estate,agosto
2022-11-10,nuvoloso,15,autunno,novembre
2022-09-01,pioggia,22,autunno,settembre
2022-02-11,neve,3,inverno,febbraio
2022-09-12,soleggiato,22,autunno,settembre
2022-09-27,pioggia,13,autunno,settembre
2022-07-13,soleggiato,28,estate,luglio
2022-11-18,pioggia,17,autunno,novembre
2022-03-18,pioggia,14,primavera,marzo
2022-08-17,pioggia,28,estate,agosto
2022-08-24,soleggiato,25,estate,agosto
2022-07-27,pioggia,29,estate,luglio
2022-05-21,soleggiato,26,primavera,maggio
2022-12-06,pioggia,15,inverno,dicembre
2022-11-21,pioggia,9,autunno,novembre
2022-09-01,pioggia,24,autunno,settembre
2022-09-08,pioggia,25,autunno,settembre
2022-09-30,pioggia,20,autunno,settembre
2022-11-20,pioggia,13,autunno,novembre
2022-01-01,nuvoloso,10,inverno,gennaio
2022-12-07,pioggia,12,inverno,dicembre
2022-09-20,soleggiato,21,autunno,settembre
2022-08-03,soleggiato,34,estate,agosto
2022-08-18,pioggia,22,estate,agosto
2022-01-23,soleggiato,5,inverno,gennaio
2022-02-12,soleggiato,4,inverno,febbraio
2022-12-07,soleggiato,2,inverno,dicembre
2022-04-14,soleggiato,18,primavera,aprile
2022-10-19,soleggiato,20,autunno,ottobre
2022-09-03,pioggia,14,autunno,settembre
2022-03-11,soleggiato,3,primavera,marzo
2022-10-16,soleggiato,20,autunno,ottobre
2022-03-01,nuvoloso,2,primavera,marzo
2022-01-09,neve,0,inverno,gennaio
2022-07-17,pioggia,33,estate,luglio
2022-03-12,nuvoloso,3,primavera,marzo
2022-07-06,pioggia,30,estate,luglio
2022-02-07,soleggiato,4,inverno,febbraio
2022-04-11,soleggiato,8,primavera,aprile
2022-09-01,pioggia,19,autunno,settembre
2022-11-10,soleggiato,21,autunno,novembre
2022-07-28,soleggiato,33,estate,luglio
2022-07-15,soleggiato,29,estate,luglio
2022-09-11,pioggia,25,autunno,settembre
2022-06-13,soleggiato,28,estate,giugno
2022-06-09,pioggia,23,estate,giugno
2022-04-28,pioggia,14,primavera,aprile
2022-08-07,pioggia,24,estate,agosto
2022-11-15,pioggia,8,autunno,novembre
2022-08-19,pioggia,21,estate,agosto
2022-12-01,neve,-2,inverno,dicembre
2022-04-08,pioggia,15,primavera,aprile
2022-05-16,pioggia,14,primavera,maggio
2022-11-12,nuvoloso,10,autunno,novembre
2022-11-16,pioggia,11,autunno,novembre
2022-04-28,soleggiato,15,primavera,aprile
2022-01-18,soleggiato,10,inverno,gennaio
2022-06-26,pioggia,30,estate,giugno
2022-06-25,pioggia,26,estate,giugno
2022-12-11,nuvoloso,5,inverno,dicembre
2022-06-04,nuvoloso,27,estate,giugno
2022-08-21,pioggia,23,estate,agosto
2022-07-22,soleggiato,33,estate,luglio
2022-02-11,nuvoloso,7,inverno,febbraio
2022-02-19,pioggia,12,inverno,febbraio
2022-12-14,nuvoloso,1,inverno,dicembre
2022-04-18,soleggiato,8,primavera,aprile
2022-06-08,pioggia,19,estate,giugno
2022-02-23,soleggiato,6,inverno,febbraio
2022-09-13,soleggiato,25,autunno,settembre
2022-01-30,soleggiato,-2,inverno,gennaio
2022-01-31,pioggia,5,inverno,gennaio
2022-02-09,soleggiato,5,inverno,febbraio
2022-07-29,pioggia,27,estate,luglio
2022-04-17,pioggia,8,primavera,aprile
2022-01-01,soleggiato,4,inverno,gennaio
2022-08-07,pioggia,26,estate,agosto
2022-05-23,nuvoloso,20,primavera,maggio
2022-11-19,pioggia,20,autunno,novembre
2022-03-23,soleggiato,8,primavera,marzo
2022-05-19,pioggia,20,primavera,maggio
2022-08-27,pioggia,26,estate,agosto
2022-12-05,pioggia,13,inverno,dicembre
2022-09-15,pioggia,26,autunno,settembre
2022-03-16,soleggiato,10,primavera,marzo
2022-11-07,soleggiato,15,autunno,novembre
2022-06-17,soleggiato,27,estate,giugno
2022-09-15,pioggia,16,autunno,settembre
2022-05-24,pioggia,24,primavera,maggio
2022-03-16,pioggia,10,primavera,marzo
2022-05-07,pioggia,15,primavera,maggio
2022-02-08,soleggiato,1,inverno,febbraio
2022-11-23,pioggia,7,autunno,novembre
2022-09-23,nuvoloso,14,autunno,settembre
2022-10-03,soleggiato,22,autunno,ottobre
2022-06-19,soleggiato,24,estate,giugno
2022-11-18,pioggia,12,autunno,novembre
2022-06-06,soleggiato,31,estate,giugno
2022-08-11,soleggiato,26,estate,agosto
2022-04-23,nuvoloso,11,primavera,aprile
2022-09-01,pioggia,14,autunno,settembre
2022-12-04,pioggia,12,inverno,dicembre
2022-08-14,soleggiato,32,estate,agosto
2022-10-23,pioggia,16,autunno,ottobre
